[2025-12-02 09:15:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-01
正在获取论文...
[arXiv] 2025-12-01 | Generative Video Motion Editing with 3D Point Tracks
[NO] 1557/1869 | Qwerty: A Basis-Oriented Quantum Programming Language
[NO] 1558/1869 | The Influence of Cognitive Bias in Social Media Marketing on Consumer Buying Behavior
[NO] 1559/1869 | Project-based Learning and the CDIO Syllabus to Connect Materials Science Classes with Real-world Applications
[NO] 1560/1869 | Ethics by Design: Integrating Moral Frameworks in the Digital Age
[NO] 1561/1869 | Is Circuit Cutting Scalable for Practical Quantum Applications?
[NO] 1562/1869 | Integrated Airbag for Motorcycles
[NO] 1563/1869 | Secure Data Search in Edge Computing using Deep Learning
[NO] 1564/1869 | NeuroFusion: A Hybrid CNN and Cuckoo Search Model for Enhanced Alzheimer’s Disease Detection
[NO] 1565/1869 | Exploring Beamforming Solutions Using Recursive Quantum Approximate Optimization Algorithm
[NO] 1566/1869 | Spatially Varying IR Leakage Estimation and Removal for RGB-IR Imaging
[NO] 1567/1869 | From PREVENTion to REACTion: Enhancing Failure Resolution in Naval Systems
[NO] 1568/1869 | Deep Learning based Prediction and Classification of Periodontal Disease Through Transfer Learning with ResNet121
[NO] 1569/1869 | Comparative Study of Machine Learning-based SoC Estimation Techniques for Hardware-Integrated Li-ion Battery Management Systems
[NO] 1570/1869 | Minimum Fisher Information Fitting for Mixtures of Directional Distributions
[NO] 1571/1869 | AI-Powered Fruit Ripeness Detection using Color and Texture Features for Automated Sorting Systems
[NO] 1572/1869 | Evaluating Homotopic Bayesian Conditioning for Collision Avoidance Path Planning
[YES] 1573/1869 | Learning-Based Quantum Compilation: Translating QASM to QIR with CodeBERT
[NO] 1574/1869 | Blockchain-Based Framework for Smart Grid Energy Trading
[NO] 1575/1869 | Quantum Autoencoder for Multivariate Time Series Anomaly Detection
[NO] 1576/1869 | A Broad Review of Machine Learning-Driven Approaches for Detecting and Mitigating Cyber Security Threats
[NO] 1577/1869 | Monolithic Crystal Preclinical Tomography Detector Design with Sparse SiPM Matrix
[NO] 1578/1869 | Predictive Diagnosis of Breast Cancer Tissues using Machine Learning Approaches
[NO] 1579/1869 | Harnessing Quantum Inspired Extreme Learning for Molecular Property Prediction
[NO] 1580/1869 | Hybrid Quantum-Classical Multi-Party Computation
[NO] 1581/1869 | Quantum-Assisted Learning of Time-Dependent Parabolic PDEs
[NO] 1582/1869 | Quantum Babel: Breaching the Notational and Conceptual Divide of Physics and Mathematics to Build Quantum Intuition in Computer Science Students
[NO] 1583/1869 | Covert Entanglement Generation Over Bosonic Channels
[NO] 1584/1869 | A Comparative Analysis of Content Caching and Sharing using Hierarchical Federated Learning
[NO] 1585/1869 | Improving RFI Classification with Efficient-SelfNet: A Comparison of CNN, ResNet, and ViT Models
[NO] 1586/1869 | Cloud-Deployed CNN-BiLSTM Hybrid Model for Automated Tumor Segmentation in Histopathological Images
[NO] 1587/1869 | Dynamic Circuit Compilation for Sparse Qubit Connectivity
[NO] 1588/1869 | AI – Driven Conversational Platform for Native Languages
[NO] 1589/1869 | Ultra-Low pA-Level Noise EBIC and RCI of High Impedance Samples
[NO] 1590/1869 | Enhancing Network Security: A Comparative Analysis of Machine Learning, Ensemble Methods, and Federated Learning for Intrusion Detection
[NO] 1591/1869 | Object Detection and Pose Estimation in Point Cloud using PPF and Gated Convolution
[NO] 1592/1869 | Education for Sustainability Through Challengebased Learning: the Understanding of Sustainability as a Transversal Competence
[NO] 1593/1869 | Towards Efficient Hybrid Quantum-Classical Learning Models
[NO] 1594/1869 | Revisiting Gradient Staleness: Evaluating Distance Metrics for Asynchronous Federated Learning Aggregation
[NO] 1595/1869 | An ML-Based Quantum Advantage Calculator
[NO] 1596/1869 | LLM-powered Smart Spaces with Multi-agent User-centric Adaptation
[NO] 1597/1869 | Brain-Computer Interfaces and Neuroengineering
[NO] 1598/1869 | Deep Learning Based Algorithm for Detecting Abnormalities in Gangplank State
[NO] 1599/1869 | AI and Human Cognition: A CognitiveComputational Synergy
[NO] 1600/1869 | Direct Entanglement Ansatz Learning (DEAL) with ZNE on Error-Prone Superconducting Qubits
[NO] 1601/1869 | Research on Automatic Segmentation Method of Tunnel Cable Accessory Point Clouds
[NO] 1602/1869 | Stability Analysis of Dynamic On-State Resistance in Multiple-GaN Cascode Configuration
[NO] 1603/1869 | Robust Wafer Map Defect Detection Under Mislabeled Patterns by Pattern Updating Through Neural Networks
[NO] 1604/1869 | Intelligent Earthquake Detection: Optimizing Seismic Monitoring with Random Forest and AdaBoost
[NO] 1605/1869 | Secure Localization in Wireless Sensor Networks: Advancing Techniques for Resilient and Reliable Node Positioning
[NO] 1606/1869 | Application of D
                    <sub>2</sub>
                    O Isotope Tracing Technique for SOC Package Failure Analysis
[NO] 1607/1869 | Robust Nonlinear Identification and Control of a 1-DOF Robotic Arm System
[NO] 1608/1869 | Quantum Circuit Structure Optimization for Quantum Reinforcement Learning
[NO] 1609/1869 | Research on Trajectory Tracking Control of Omnidirectional Mobile Robot Based on Dynamic Nonlinear Model Predictive Control
[YES] 1610/1869 | V-Models: LLMS for the Development Lifecycle of Safety-Critical Systems
[NO] 1611/1869 | Impact Assessment of Generative AI Integration in Higher Education Teaching and Learning
[NO] 1612/1869 | Research on the innovative model of counselor studios in higher vocational colleges based on machine learning algorithms
[NO] 1613/1869 | Translation Norms and Fingerprints: A Computational Stylistic Analysis of Four English Translations of Fusheng Liuji
[NO] 1614/1869 | Delay-Doppler Domain Underwater Acoustic Channel Prediction Using Multi-Scale Convolutional LSTM
[NO] 1615/1869 | Dynamic oil heating algorithm for system aircon scroll compressor inverters
[NO] 1616/1869 | The Effective Singular Value Ratio: A Novel Criterion for Adaptive Data Selection in DeePC
[NO] 1617/1869 | Optical Phased Array with Dual-Layer Electro-Optic Polymer and Silicon Nitride Waveguides
[NO] 1618/1869 | Dynamic Spectrum Control-Based Covert Integrated Air-Ground Communication
[NO] 1619/1869 | IEEE Communications Society Information
[NO] 1620/1869 | 2025 IEEE 36th International Symposium on Software Reliability Engineering Workshops
[NO] 1621/1869 | Committees
[NO] 1622/1869 | Enhancing the Dynamic Performance of Grid Following Inverters in Distribution Networks Using Integral Terminal Sliding Mode Control
[NO] 1623/1869 | Index
[NO] 1624/1869 | A QCaMP-Inspired Introductory Quantum, Computing Module for Undergraduate Hardware and Software Course
[NO] 1625/1869 | Mapping the Landscape of Education and Outreach in Quantum Information Science and Engineering Research Centers and Institutes: Insights from Over 130 Research Centers and Institutes Across the United States
[NO] 1626/1869 | GRRSIS: Generalized Referring Remote Sensing Image Segmentation
[NO] 1627/1869 | Human Activity Recognition from 1-D Motion Signal based on Grid Transition Labeling
[NO] 1628/1869 | Beamforming for Fully Connected Dynamic Metasurface Antennas
[NO] 1629/1869 | Augmented Reality-Driven Educational Puzzle Toys to Promote Children's Cultural Heritage Learning
[NO] 1630/1869 | Design and Implementation of Immersive English Course Moral Education System Based on VR/AR Technology
[NO] 1631/1869 | Leveraging BERT and Text Mining to Analyze Cross-Cultural Communication in Educational Settings: Insights into Interaction, Collaboration, and Trust
[NO] 1632/1869 | Time-to-Lie: Identifying Industrial Control System Honeypots Using the Internet Control Message Protocol
[NO] 1633/1869 | TUBO: A Tailored ML Framework for Reliable Network Traffic Forecasting
[NO] 1634/1869 | Quantum Top Arms Identification in Multi-Armed Bandits
[NO] 1635/1869 | An Optimized Multimodal Deep Learning Framework for Sentiment Classification using CNN-BiLSTM with FastText and GloVe Embeddings
[NO] 1636/1869 | Quantum Adaptive Excitation Network with Variational Quantum Circuits for Channel Attention
[NO] 1637/1869 | LSTM based Neural Models For COVID-19 and Future Pandemic Surveillance in Smart Cities
[NO] 1638/1869 | A Modularized and Greedy Strategy-Based Framework for Enhanced DV-Hop Model
[NO] 1639/1869 | Distributed Energy Resource Management Model in a Virtual Power Plant Integrated to a Radial Distribution Network
[NO] 1640/1869 | Performance Analysis of Golay-Coded OFDM-IM Systems: A USRP-Based Approach
[NO] 1641/1869 | Multi-Modal Personalized Federated Learning for Human Intent Prediction
[NO] 1642/1869 | Development and Control of an Autonomous Agrivoltaic System with Active NFT Hydroponics for Off-Grid Applications
[NO] 1643/1869 | D-Feat: Fast and Efficient Defense in the Feature Space Against Backdoor Attacks
[NO] 1644/1869 | On the Adaptability of ML Reliability Estimation Techniques to Federated Settings
[YES] 1645/1869 | QIRopt: An Optimization Method for Quantum Intermediate Representation
[NO] 1646/1869 | QubitVise: Double-Sided Crosstalk Attack in Superconducting Quantum Computers
[NO] 1647/1869 | Paddy Leaf Disease Prediction using Artificial Intelligence and Machine Learning
[NO] 1648/1869 | Q-Cluster: Quantum Error Mitigation Through Noise-Aware Unsupervised Learning
[NO] 1649/1869 | Development of Formation Flight Control Algorithms for Unmanned Aerial Vehicles
[NO] 1650/1869 | Artificial Intelligence-Powered Protocols for Enhancing Security in Next-Generation Communication Networks
[NO] 1651/1869 | Evaluating the Impact of Retaining Higher-Order Terms in Combinatorial Optimization Problems
[NO] 1652/1869 | Energy Community Management Using Replicator Dynamics and Lagrangian Relaxations
[NO] 1653/1869 | Integrated Diffusion Filtering and Edge-Aware Sharpening for Medical Image Enhancement
[NO] 1654/1869 | Performing an analysis of the attributes of SMART solid-state drives in statistical packages
[NO] 1655/1869 | Variational Quantum Linear Solver for Simulating Quantum Transport in Nanoscale Semiconductor Devices
[NO] 1656/1869 | Study on Visualization Method and Application of Well Doping Issue on 16 Nm FinFET IC
[NO] 1657/1869 | Hybrid Deep Learning Models for Cyberbullying Identification in Textual Data
[NO] 1658/1869 | Stochastic MILP-Based Optimal Placement and Sizing of PV and Wind Generators Using Discrete Scenario Modeling
[NO] 1659/1869 | An Adversarial Approach for Urban Anomaly Detection Across Completion Spatiotemporal Data
[NO] 1660/1869 | The Effect of Training Strategy on Image Classification Using Representations of Learning-Based Image Compression
[NO] 1661/1869 | A Ladmm Beamforming Method with Asynchronous Admm-Based Distributed Training
[NO] 1662/1869 | Motor Fault Detection in VSC-HVDC Converter Station Valve Cooling Systems Using Small-Sample Anomaly Feature Mining and Acoustic Fingerprint Recognition
[NO] 1663/1869 | Ultra-High Contrast Visualization of SiN/SiO Layer Using OBF STEM
[NO] 1664/1869 | Assessing Blue-Collar Workers Cognitive Skills Through Gamified Tasks and Analytics
[NO] 1665/1869 | AI-enabled Framework for Intrusion Detection in DNP3-Enabled Smart Critical Infrastructures
[NO] 1666/1869 | Accurate and Scalable Simulation of Cavity-Based Networks in Modular Quantum Architectures
[NO] 1667/1869 | Transformer-based Action Recognition Employing Informative Frames
[NO] 1668/1869 | One-Class Lightweight Interpretable Filtering For Academic Profiles and Strategic Themes Affinity
[NO] 1669/1869 | Abnormal Oxygen Failure Analysis on a Tri-layer Au/Pd/Ni Surface Finish
[NO] 1670/1869 | Harnessing Environment-Mediated Crosstalk: Mutual Performance Enhancement in Parallel Quantum Annealing
[NO] 1671/1869 | Constructing Optimal Noise Channels for Enhanced Robustness in Quantum Machine Learning
[NO] 1672/1869 | Wide Range Capacitive Readout Circuit Using Sampling and Integration Method
[NO] 1673/1869 | Research on Tire Joint Quality Prediction Based on LSTM-Transformer Optimized by EI-MOBO
[NO] 1674/1869 | Gradient Bandit Experts For Node Selection In Edge Computing
[NO] 1675/1869 | Repositioning Quantum Cellular Automata for Dependable Quantum-Classical Systems
[NO] 1676/1869 | A Novel Deep Learning Framework for Brain Tumor Detection Enhanced by Runge-Kutta Optimization
[NO] 1677/1869 | PrepGenius: An AI Interview Assistant
[NO] 1678/1869 | Integrating Generative AI into Translation Pedagogy: Personalized Feedback and Adaptive Learning
[NO] 1679/1869 | The Exploration and Practice of Classroom Teaching of Computer Major Courses in Colleges and Universities under the Innovative Teaching Mode of “Four in One”
[NO] 1680/1869 | Proceedings of the 2nd International Conference on Intelligent Education and Computer Technology
[NO] 1681/1869 | NonlinearSolve.jl: High-Performance and Robust Solvers for Systems of Nonlinear Equations in Julia
[NO] 1682/1869 | Construction of Teaching Resource Organization Algorithm Based on Knowledge Graph
[NO] 1683/1869 | Research on the Application of Generative Artificial Intelligence in Interior Design Education and Teaching
[NO] 1684/1869 | Employment Trend Prediction and Guidance Methods for College Students on Decision Tree Algorithm
[NO] 1685/1869 | Reforming Vocational Education in China: A Text Mining Analysis of the New Vocational Education Law and Its Implications for Industry-Education Integration, Quality Enhancement, and Skill Development
[NO] 1686/1869 | Deep Learning-Based Multi-Scale Detection Algorithm for Classroom Behaviors of International Students in China
[NO] 1687/1869 | Application Research of SDN and NFV in MOOCs University English Teaching Wireless Network
[NO] 1688/1869 | Table of Contents
[NO] 1689/1869 | Table of Contents
[NO] 1690/1869 | Effective and Scalable Path Planning and Motion Coordination for Four-Way Shuttle Vehicles in Storage/Retrieval Systems
[NO] 1691/1869 | Digital Twin Architecture Design and Testbed Deployment for Satellite-Terrestrial Integrated Networks
[NO] 1692/1869 | Dilated Transformation-Guided Unsupervised Multimodal Learning for Hyperspectral and Multispectral Image Fusion
[NO] 1693/1869 | Online Gain Selection for Induction Machine State Observers Using a Genetic Algorithms
[NO] 1694/1869 | Microstrip Ring Sector Dual-Circularly Polarized Antenna with Tilted Beams
[NO] 1695/1869 | Prescribed-time Tracking Control for Constrained Nonlinear Systems with Hysteresis and Its Application to Piezoelectric Positioning Stage
[NO] 1696/1869 | BoNC: Discovering and Classifying Novel Encrypted Botnet Traffic
[NO] 1697/1869 | Organizing Committee
[NO] 1698/1869 | Acoustic Frequency Comb-Based QPSK Demodulation Using Nonlinear MEMS Resonators
