[2025-11-20 09:10:57] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-19
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511190000+TO+202511192359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2025-11-19 | Towards Generalizable Deepfake Detection by Primary Region Regularization
[NO] 819/1000 | Cooperative Air-Ground Instant Delivery by UAVs and Crowdsourced Taxis: Joint UAV Station Deployment and Delivery Scheduling
[NO] 820/1000 | Design of a Hydraulic Prosthetic Knee With Control Moment for Adjustable Stance-Phase Knee Flexion
[NO] 821/1000 | Author response for "Strip-ViTAE: A Direction-Aware Transformer with Enhanced Feature Modeling for Remote Sensing Image Object Detection"
[NO] 822/1000 | Human Capital in Organizational Culture: Comparing Serbian and Foreign Companies Using AI models
[NO] 823/1000 | Analysis of the Effect of Vibration on Interferometric SAR Imaging with Satellite-Mounted Dual Antennas
[NO] 824/1000 | EEG-TransNet: An Ensemble Transformer Framework with Multi-Stream Feature Extraction for Automated Epilepsy Risk Assessment
[NO] 825/1000 | Integration of IoT and Machine Learning for Monitoring Rubber Latex Stirrer Motor Systems Using PCA and K-Means Techniques
[NO] 826/1000 | Theta rTMS Enhances Verbal Memory Encoding by Modulating Fronto-Parietal Dynamics
[NO] 827/1000 | Correlating Artificial Intelligence and Sustainable Development in Africa
[NO] 828/1000 | A Gaussian Mixture Model-based Decomposition Approach for State of Health Estimation in Lithium-ion Batteries
[NO] 829/1000 | Classification of Body Constitution of Traditional Chinese Medicine Using Iris Images Based on YOLOv5-CBAM
[NO] 830/1000 | An Objective Evaluation Method for "Vehicle-Grid" Coordinated Planning Schemes Based on Entropy-Weighted CRITIC Combined Weighting and Improved TOPSIS
[NO] 831/1000 | Research on deep learning compression algorithm and embedded deployment of power infrastructure monitoring data for weak signal areas
[NO] 832/1000 | A DC continuous commutation failure suppression method considering reactive power compensation
[NO] 833/1000 | Research on Improved Droop Control Strategy Based on Superconducting-Electrochemical Hybrid Energy Storage Converter
[NO] 834/1000 | Evaluation of the Health Condition of CNC Machine Tools Based on Grey Theory
[NO] 835/1000 | MetaContrast-GNN: Meta-Contrastive Learning for Cross-City Travel Time Estimation
[NO] 836/1000 | Constructing new loss functions for machine learning using strict continuous Archimedean t-norms
[NO] 837/1000 | Optimal Load Scheduling in Residential Nanogrids Using Artificial Bee Colony Algorithm
[NO] 838/1000 | Design and Comparison of Beamforming Algorithms for Integrated Sensing and Communication
[NO] 839/1000 | Optimal Power Flow Prediction with GWO-CNN-XGBOOST Model in New Energy Scenarios
[NO] 840/1000 | Suppression of Ultra-Low Frequency Oscillations in An Island Hydropower-HVDC Power System with A Coordinated Damping Control
[YES] 841/1000 | FPGA-Based 16-Channel Parallel Large-Point Pipeline FFT Design
[NO] 842/1000 | Analysis of the Labour Market for IT Leadership Competences in the Field of AI and IoT
[NO] 843/1000 | Research on Low Current Leakage Detection Based on Extended Kalman Filtering
[NO] 844/1000 | A Method for Bearing Fault Diagnosis Based on Image Fusion and Dual-Channel Convolutional Neural Networks
[NO] 845/1000 | RFID Access Control for Underground Optical Distribution Cabinets with Real-Time Monitoring via Google Sheets
[NO] 846/1000 | Reduced Stresses Common Ground Five-Level Boost F-type Inverter with Continuous Input Current
[NO] 847/1000 | Simulation Study of Steady-state Temperature Rise Characteristics of Large-Capacity SF
                    <sub>6</sub>
                    Inflatable Bushing
[NO] 848/1000 | Testing Open Ring as a Microwave Microstrip Pressure Sensor on Textiles
[NO] 849/1000 | Modeling of Stator Current Signals and Drive Train Fault Monitoring Applications in Doubly-Fed Induction Generator Wind Turbines
[NO] 850/1000 | Multi-objective Optimization for Virtual Power Plant Based on Carbon Flow Tracing
[NO] 851/1000 | MOAM: A Cross-Attention Fusion and Multi-Head Attention Learning for Multi-Omics Cancer Recurrence Prediction Framework
[NO] 852/1000 | Fixed and Predefined-time Control to Synchronize DMDNNs With Unknown Nonlinearity Parameters under Adaptive Identification
[NO] 853/1000 | Decentralized Swarm Control via SO(3) Embeddings for 3D Trajectories
[NO] 854/1000 | Covert Free-Space Optical Communications with SLM-Based Beam Steering
[NO] 855/1000 | Driving Innovations and Pioneering Advancements in Solar Tracker Systems: An In Depth Review of Technological Breakthroughs and Future Directions
[NO] 856/1000 | Fault Diagnosis of Hydraulic Cylinders Based on Hybrid Kernel Support Vector Machine
[NO] 857/1000 | Analysis of Metallic Return Line Ground Faults in Three-Terminal Hybrid HVDC Systems
[NO] 858/1000 | Blockchain-driven Gamification Model to Enhance Student Participation
[NO] 859/1000 | ICEEPS 2025 Copyright Page
[NO] 860/1000 | TELSIKS 2025 Breaker Page
[NO] 861/1000 | Boosting Energy Harvesting Efficiency: Innovations in CMOS Rectifier Techniques for Enhanced Power Conversion, Sensitivity, and Dynamic Range
[NO] 862/1000 | A Millimeter-Wave Antenna with Tunable OAM Multiplexing Orders
[NO] 863/1000 | A Scalable Large-Array M-QAM Direct-RF Transmitter Topology With Integrated Physical Layer Security—A Proof of Concept
[NO] 864/1000 | Experimental study of Tamm plasmon polariton based hollow-core fiber sensor with one-dimensional photonic crystal/spacer/Ag structure
[NO] 865/1000 | Quantum-Accelerated Feature Selection for Edge-Enabled Perception in Connected and Autonomous Vehicles
[NO] 866/1000 | A Persistent and Secure Publish-Subscriber Architecture for Low-Latency IoT Communications
[NO] 867/1000 | Aucom: Extreme Compression for Real-Time Edge-to-Server Universal Audio Streaming
[NO] 868/1000 | Nondimensional Analysis of Particle Behavior in a T-Type Optofluidic Chip
[NO] 869/1000 | Template matching-based nanoscale visual tracking for out-of-plane rotations inside SEM
[NO] 870/1000 | Credit Card Dashboard Factors That Affect User Satisfaction and Loyalty Using D&amp;M Model (Study Case at Indonesian Government Bank)
[NO] 871/1000 | Irregularities of the JPEG Compression Rate Distortion Curves for Grayscale Images
[NO] 872/1000 | Proposing Two Novel Optimization Algorithms with Consideration of Energy Storage System for Optimal Energy Management System for Microgrids
[NO] 873/1000 | Technical Research on the Adaptive Selection Method of Communication Links under the Inter-Module Communication Technology of VSC-HVDC Converter Valve Submodules
[NO] 874/1000 | Research on transient unbalanced power propagation characteristics after fault in AC/DC parallel system
[NO] 875/1000 | Retinal Image Segmentation Based on Computer Vision and Data Augmentation
[NO] 876/1000 | Classification of Stress States from PPG Signals using Ensemble Classifier
[NO] 877/1000 | Enhancing CNN-Based Speech Emotion Recognition with Data Augmentation: A Reproducibility Study
[NO] 878/1000 | Blockchain-Based Transformer Monitoring Prototype for Data Security
[NO] 879/1000 | Identification and analysis of neurophysiological markers of disorders of consciousness based on auditory ERPs
[NO] 880/1000 | Fine-Tuning Bert for Scientific Document Classification in Computer and Informatics Fields
[NO] 881/1000 | Improved Grey Wolf Optimizer (I-GWO) Based Optimization of PI Controllers for Power Flow in PV-Battery Microgrid Inverters
[NO] 882/1000 | Analysis of Discharge Characteristics of Tower-Head Gaps in High-Altitude Transmission Lines
[NO] 883/1000 | A Lightweight Multi-Scale Fusion Network for Object Detection in Remote Sensing Images
[NO] 884/1000 | Robust Anomaly Detection in Human Actions Via Pose, Interaction, and Motion Cues
[NO] 885/1000 | A Simple Model Predictive Control for Dual Active Bridge Converter to Improve Dynamic Response
[NO] 886/1000 | Differential Privacy Enabled Federated LSTM Model for Decentralized Active User Detection in 6G Cell-Free mMIMO Networks
[NO] 887/1000 | SSF4VSU: A Self Supervised Synergetic Framework for Visual Scene Understanding
[YES] 888/1000 | LLM-Assisted Security Vulnerability Analysis for Educational Websites: Risk Identification via LLM-EduAttackGraph
[NO] 889/1000 | Unlocking the Metaverse: A Gateway to Multiplayer Game via 3D Object Security Technologies_supp1-3626576.pdf
[NO] 890/1000 | Bi-static Sensing in 6G Perceptive Mobile Networks
[NO] 891/1000 | 2025 17th International Conference on Advanced Technologies, Systems and Services in Telecommunications (TELSIKS)
[NO] 892/1000 | DIDLM: A SLAM Dataset for Difficult Scenarios Featuring Infrared, Depth Cameras, LiDAR, 4D Radar, and Others Under Adverse Weather, Low Light Conditions, and Rough Roads
[NO] 893/1000 | Compute-Forward Multiple Access for Gaussian MIMO Channels
[NO] 894/1000 | Partial Volume Correction of SPECT Images With Deep Learning Trained on Synthetic Data_supp1-3634484.pdf
[NO] 895/1000 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Information for Authors
[NO] 896/1000 | Chrono: Efficient Serverless Analytics With Adaptive Fine-Grained Partitioning and Shadow Execution
[NO] 897/1000 | A Blockchain-Enabled Quantum Encryption Scheme for Securing Consumer-Centric Digital Twin Healthcare Networks
[NO] 898/1000 | Requirement-Driven Adaptive Differential Evolution for Many-Task Optimization
[NO] 899/1000 | Virtual Reality with Sensory Feedback Gloves: A Pedagogical Strategy for Medical Training
[NO] 900/1000 | CME 2025 TOC
[NO] 901/1000 | Metaheuristic-Based Task Assignment and Scheduling to Minimize Coordination Risks in Modular Software Projects
[NO] 902/1000 | Characterization of RADFETs as Radiation Sensors for Telecommunication Satellite Applications
[NO] 903/1000 | Fatigue Crack Extension Test and Reliability Analysis of Bolt Structure
[NO] 904/1000 | Evidence-Based Multidisease Prediction via Dynamic Knowledge Evolution and Multimodal Reasoning in EMRs
[NO] 905/1000 | On-Board Emergency Response Mission Planning Technology of D-Insar Satellite Based on Internet Plus
[NO] 906/1000 | Methods for Constructing the Health Status Evaluation Index System of Spacecrafts
[NO] 907/1000 | Outer-Iterative Approximation of Semidefinite Programming for Limit Analysis
[NO] 908/1000 | Automated Fabric Defect Detection Using Unsupervised Feature Learning with Deep Autoencoders
[NO] 909/1000 | A Comparative Study of Different SiC Technologies For A 3-Phase PFC Application
[NO] 910/1000 | ResNet50V2-Based Feature Extraction and MLP Classification with Oversampling for Biometric Student Attendance Systems
[NO] 911/1000 | High Precision Pointing and Positional Measurement Technology for LT-1 SAR Antenna
[NO] 912/1000 | Improved Selection Criteria for Finite Control Set Model Predictive Control of Five-Phase PMSM Drives
[NO] 913/1000 | Denoising Diffusion with Enhanced Dual-granularity Prior for Diabetic Retinopathy Grading
[NO] 914/1000 | Hybrid Deepfake Detection Using ResNet50 and Vision Transformer for Enhanced Feature Extraction
[NO] 915/1000 | A Fusion Method Combining LSTM and MLP for Predicting Mortality Risk in Critically Ill Coronary Artery Disease Patients
[NO] 916/1000 | Optimal Beam Scanning Strategy Based on Mechanic-Electronic Joint for Spaceborne Radar
[NO] 917/1000 | Optimization Techniques in YOLOv8 for Acne Detection
[NO] 918/1000 | Artificial Intelligence and automation: How AI shapes the digital culture and its implications for jobs and work organization
[NO] 919/1000 | Optimized Rotor Design For A New Double-Stack Axial Flux Switching Generator For Wind Energy Systems
[NO] 920/1000 | Predicting Magnetic Field Distribution Near Trapezoidal Permanent Ring Magnet Using Machine Learning
[NO] 921/1000 | Research on Automatic Exposure Algorithm Based on Chemiluminescence Imaging
[NO] 922/1000 | A Cost-Effective EOG Acquisition Front-End for Laboratory Exercises
[NO] 923/1000 | Optimization Analysis of 5G Network Receiver Deployment in Substations
[NO] 924/1000 | Single Center Imputation from Multiple Chained Equations (SICE) Method for Handling Missing Values in Nominal Data
[NO] 925/1000 | A Novel Attitude Steering Strategy of Satellite Platforms for Bistatic Spaceborne SAR
[NO] 926/1000 | Federated Learning for Privacy-Preserving Intrusion Detection in IoT using Edge and Cloud Infrastructure
[NO] 927/1000 | A Multidimensional Data-Driven Algorithm for Operational Failure Prediction
[NO] 928/1000 | Aero-engine temperature correction method based on two-sensor identification and fuzzy steady-state extended Kalman filtering
[NO] 929/1000 | Interference-Aware GCN-Enabled Hybrid Precoding with Limited Feedback: A Deep Joint Optimization Paradigm for FDD Massive MIMO
[NO] 930/1000 | ICOA 2025 TOC
[NO] 931/1000 | Deconstructing Implicit Beliefs in Visual Data Journalism: Unstable Meanings behind Data as Truth &amp; Design for Insight
[NO] 932/1000 | Efficient TSP-Based Task Group Allocation for Multi-Task Multi-Agent Pickup and Delivery
[NO] 933/1000 | Robust In-Hand Reorientation With Hierarchical RL-Based Motion Primitives and Model-Based Regrasping_supp2-3633232.mp4
[NO] 934/1000 | GaN HEMTs on 4H-SiC/Diamond Engineered Substrate with Enhanced Heat Dissipation
[NO] 935/1000 | FourierPlace: A Vision-Language Localization Framework Based on Frequency Domain Representations
[NO] 936/1000 | Marvell's Accelerated Infrastructure for AI Data Center
[NO] 937/1000 | Iterative Refinement for Remote Sensing Image Segmentation via Instruction-Guided Closed-Loop Reasoning
[NO] 938/1000 | Single-Reflection Multipath Effect of GNSS Wall Reflections and Its Interference Validation
[NO] 939/1000 | Multidimensional Swarm Flight Approach for Chasing Unauthorized UAVs Leveraging Asynchronous Deep Learning
[NO] 940/1000 | Dynamic Deep Factor Graph for Multi-Agent Reinforcement Learning
[NO] 941/1000 | Design Implications for Robots that Facilitate Groups–A Scoping Review on Improving Group Interactions through Directed Robot Action
[NO] 942/1000 | Advanced Reliability Analysis of System’s Components through Parametric Modeling and Optimal Distribution Selection
[NO] 943/1000 | Statistical model for global energy consumption of an industrial site: Diagnosis and validation
[NO] 944/1000 | A Fast Algorithm for the Symmetric Discrete Fourier Transform
[NO] 945/1000 | A study of carbon emissions tracking in power system networks: Theoretical approach and Analysis
[NO] 946/1000 | Lévy jump modelling with infinite activity for an epidemic model: effects of stochasticity on reinfection and relapse, with an optimization approach
[NO] 947/1000 | Design of a Solar-Based Hybrid Power and Monitoring System for Smart Buildings
[NO] 948/1000 | Recruitment 4.0: A Conceptual Framework Integrating AI and Social Media for Intelligent Talent Acquisition
[NO] 949/1000 | Topological Optimization in 3D Concrete Printing Structures: A Review
[NO] 950/1000 | Pareto-Driven Assessment of PWM-Based Performance Enhancements in Multiport Y-Converter
[NO] 951/1000 | A Systematic Impedance Reshaping Control Strategy for SPMSM as a Constant Power Load
[NO] 952/1000 | A Conceptual Real-Time and Privacy-Preserving Architecture for Banking Fraud Detection
