[2026-01-14 09:18:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-13
正在获取论文...
[arXiv] 2026-01-13 | Gyral-Sulcal-Net: An Integrated Network Representation of Brain Folding Patterns
[NO] 1378/1742 | Common Nail Disease Detection using Machine Learning Model
[NO] 1379/1742 | Integrating 3D-to-2D fMRI Mapping with CNN Architectures for Childhood Dyslexia Identification
[NO] 1380/1742 | Intelligent Voice Control in Industrial Automation: Python-Mediated PLC-HMI Integration for Conveyor Systems and Operational Resilience
[NO] 1381/1742 | WIP: Explainable AI is not Self-Explainable: Findings from Design-Based K-12 AI Education
[NO] 1382/1742 | Exploring Undergraduate Students' Utilization and Perceptions of Generative AI in Engineering: Insights from an Introductory Statics and Mechanics of Materials Course
[NO] 1383/1742 | Image-based Non-invasive Bridge Crack Detection Model for Edge Devices
[NO] 1384/1742 | Designing a Solar Energy Solution for MajherChar, Mathbaria: An Off-Grid Fishing Community Using HOMER Pro
[NO] 1385/1742 | AI-Powered Applications in Precision Healthcare and Security Surveillance Systems
[NO] 1386/1742 | Signal Detection for Drug Safety Fusing Spontaneous Reporting System and Social Media
[NO] 1387/1742 | IDAACS 2025 Author Index
[NO] 1388/1742 | Automatic Detection of Corneal Ulcers Using Convolution Neural Network
[NO] 1389/1742 | Demonstration of a Wideband Mode Filtering Converter Based on the Four-Ridge Circular Coupling-Cavity Structure
[NO] 1390/1742 | A Scoping Review of Multidisciplinary and Interdisciplinary Engineering in Higher Education: Unanswered Questions and Future Directions
[NO] 1391/1742 | WIP: Scaling Principles of Programming
[NO] 1392/1742 | Pre-Conference Workshop: Innovative K-12 Educator Sessions: Partnerships Between TryEngineering &amp; Universities
[NO] 1393/1742 | WIP: Study of the Impact of Pre-Requisite Courses on Student Learning in Linear Systems
[NO] 1394/1742 | WIP: Advancing Transdisciplinary Graduate Training at the Intersection of AI and Arid Land Agriculture
[NO] 1395/1742 | Using Prompt Engineering to Enhance a Project-Based Learning Course on Project Management
[NO] 1396/1742 | WIP: Networking and Engagement of High School Students for Engineering Technology and Data Operation Careers
[NO] 1397/1742 | Enhanced PID Tuning Using Hybrid Particle Swarm Optimization for DC Motor Control
[NO] 1398/1742 | A Review of Machine Learning Methods Applied to Gas Solubility Prediction
[NO] 1399/1742 | Enhancing Tourist Experience Through Machine Learning Based Destination Prediction
[NO] 1400/1742 | Research on Key Technologies of Autonomous Operation and Optimal Control of Rural Independent Micro-Energy Grid
[NO] 1401/1742 | Multimodal Quiz Generation via RAG with LLM-as-Judge Evaluation
[NO] 1402/1742 | Deep Learning-Based Tumor Detection in CT and PET Lung Images Using YOLOv7 and YOLOv8
[NO] 1403/1742 | Artificial Intelligence-Powered Stock Market Forecasting with Metaheuristic Feature Selection Techniques
[NO] 1404/1742 | Modified Parameter-Scaling Rule of Nonlinear Pulse Propagation in Gas-Filled Capillary Fiber With Waveguide Loss
[NO] 1405/1742 | Exploring the Impact of the Need for Cognitive Closure on Undergraduate Engineering Students' Cognitive Engagement During Problem Solving
[NO] 1406/1742 | Modeling of Dynamic Migration of Z-Curves for GNSS Signals: A Geometric and Numeric Approach
[NO] 1407/1742 | WIP: Centering African American Culture in Engineering Education: Impact of an Africancentered Pedagogy and Curriculum
[NO] 1408/1742 | A Study on Mathematical Problem-Solving Skills for Computer Science Undergraduate Students
[NO] 1409/1742 | The Relationship between Tag Values and Redundant Paths in Gamma Networks
[NO] 1410/1742 | S-LAM3D: Segmentation-Guided Monocular 3D Object Detection via Feature Space Fusion
[NO] 1411/1742 | CNN-Based Facial Emotion Recognition for Productivity Analysis in Autism Spectrum Disorder (ASD)
[NO] 1412/1742 | FuzzyTR Model - Methodological Basis and Use Case in Energy Management
[NO] 1413/1742 | Multi-layer vertex refinement algorithm for online palletization of boxes with varying dimensions
[NO] 1414/1742 | Generation of Optimized Digital Surface Model through Deep Learning Technique with High-Resolution UAV Data
[NO] 1415/1742 | Machine Learning-Based Malware Classification in Real-Time IoT Scenarios
[NO] 1416/1742 | Behavioral Profiling and AI-Powered Security for IoT Networks in Smart City Environments
[NO] 1417/1742 | Bridging Intuition and Intelligence: Managerial Insights on AI-Powered Human Resource Decision-Making in Taiwanese Industries
[NO] 1418/1742 | Uplink and Downlink Communications in Segmented Waveguide-Enabled Pinching-Antenna Systems (SWANs)
[NO] 1419/1742 | A Robust Deep Learning Approach for State of Charge Estimation: Leveraging LSTM Networks for Real-World Battery Applications
[YES] 1420/1742 | LLM-enhanced Intent-Aware for Proactive Decision Support Services in Industrial Activities_supp1-3650172.pdf
[NO] 1421/1742 | CPFformer: A Hierarchical-Based Graph Modeling Fusion Framework for Making the Emotional Features of Chinese Poetry Pronunciation More Controllable_supp1-3648530.pdf
[NO] 1422/1742 | Design and Test of MEMS Setback Arming Device for Fuze
[NO] 1423/1742 | Establishment and Uncertainty Analysis of Dynamic Model of Thermocouple Sensor under Laser Pulse Excitation
[NO] 1424/1742 | Author Index
[NO] 1425/1742 | Comparing Feedback Practices in Higher Education: Perspectives from Academics and Students in the UK and Saudi Arabia
[NO] 1426/1742 | Improving Student Engagement in Online Courses Through Team-Based Learning
[NO] 1427/1742 | WIP: Undergraduate Research Platforms for Promoting ECE Career-Connected Learning to High School Juniors and Seniors
[NO] 1428/1742 | Understanding Evolving Sentiment Dynamics in Indonesian Disaster-Related Tweets using IndoBERT and Temporal Analysis
[NO] 1429/1742 | Advancements And Performance Analysis of Q-Dots Based Quantum Radar Technology for RF Stealth Target Identification
[NO] 1430/1742 | A Digital Public Health Platform for Combating Isolation and Loneliness
[YES] 1431/1742 | WIP: Assessing the Use of GenAI to Foster Algorithmic Thinking in an Introductory Engineering Course
[NO] 1432/1742 | REEF: Energy-Efficient, Application-QoS-Aware Thread Processing in Oversubscribed Server Environments
[NO] 1433/1742 | Privacy Preserving of Multi-Party Multiplication Based on Multi-Layer (K, N) Threshold Secret Sharing
[NO] 1434/1742 | Bayesian Network-Based Attention Mechanism for Data Fusion in ADAS Vehicular Scenario
[NO] 1435/1742 | Virtual-Force Based Visual Servo for Multiple Peg-in-Hole Assembly With Tightly Coupled Multi-Manipulator_supp1-3653374.mp4
[NO] 1436/1742 | Adaptive Metamaterial-Based Patch Antenna for Secure and Reliable UAV Communication in Defense and Disaster Response
[NO] 1437/1742 | Short-Term Electricity Revenue Prediction Based on Ensemble Learning Models
[NO] 1438/1742 | Multi-Objective Collaborative Optimization and Simulation of Intelligent Home Appliance Warehousing Based on Bi-Level Integer Programming
[NO] 1439/1742 | Energy-Efficiency-Aware Fixed-Time Consensus Control for Distributed PMSM Systems
[NO] 1440/1742 | WIP: Fostering Ethical Judgment in Undergraduate Engineering Students Through Problem-Based Ethics Instruction
[NO] 1441/1742 | How Risky Is It? A Closer Look at Game Anti-Cheat Software
[NO] 1442/1742 | Android-Based Information System for Monitoring Heart Condition
[NO] 1443/1742 | Prediction in Shopping Apps: A Study on 1D CNN, Random Forest, ANN, and Hybrid Ensemble Performance
[NO] 1444/1742 | Blockchain and Federated Learning Integration for Secure IoT and Cyber-Physical Systems
[NO] 1445/1742 | Semantic Segmentation Using Open3D for LiDAR-Camera Based Scene Understanding
[NO] 1446/1742 | Notes on Directional Antenna Alignment Strategies for Neighbor Discovery
[NO] 1447/1742 | Curb Your Enthusiasm: Towards a RAG Framework to Forecast Case Importance in the ECHR
[NO] 1448/1742 | Deep Interaction Timing: FOL-based Complexity Differentiation for Legal Queries
[NO] 1449/1742 | Faithfulness and Content Selection in Long-Input Multi-Document Summarisation of U.S. Civil Rights Litigation
[NO] 1450/1742 | The case for synchronous distributed protocols in public clouds
[NO] 1451/1742 | P
                    <scp>n</scp>
                    M: Efficient Intra-Datacenter Calls Packing for Large Conferencing Services
[NO] 1452/1742 | Multi-Agent Reinforcement Learning with Serverless Computing
[NO] 1453/1742 | Serverless Elasticsearch: the Architecture Transformation from Stateful to Stateless
[NO] 1454/1742 | Hybrid Integration of CNN and Kolmogorov-Arnold Networks for Multispectral Image Super-Resolution_supp1-3652301.docx
[NO] 1455/1742 | Augmented Tank-Based Control Guarantees Passive Individual Interaction Environment for Multi-User Haptic-Enabled Robotic Systems_supp3-3651680.mp4
[NO] 1456/1742 | Real-Time American Sign Language Recognition Using EfficientNetV2S: A Transfer Learning Approach with Webcam-Based Interface
[NO] 1457/1742 | ICAIFI 2025 List Reviewer Page
[NO] 1458/1742 | 2025 IDAACS Obituary
[NO] 1459/1742 | PYNQ-Based Testbed for the Evaluation of FPGA-Based Synthetic Instruments
[NO] 1460/1742 | iAthena: Research Challenges in the Use of Persuasive Technologies to Monitor People with Depressive Disorder
[NO] 1461/1742 | A Trust Assessment Method for Intelligent Connected Vehicles Based on Data Consistency Verification Matched with Adaptive Leader Election in a Zero-Trust Framework
[NO] 1462/1742 | General-Purpose QC-LDPC Processor for Error-Correction Performance Evaluation
[NO] 1463/1742 | PerSemCom: A Personalized Semantic Communication Framework for Speech Transmission
[NO] 1464/1742 | Quasi-Passive Vertical Compensation for Accurate 6-DOF Physical Simulation of Microgravity Collision During Landing on Small Celestial Body
[NO] 1465/1742 | GraphSTAR: Proximal Operator-Based Graph Neural Network Enhanced by Dynamic Graph Aggregation for Spatial Transcriptomics_supp1-3644379.pdf
[NO] 1466/1742 | 2025 IEEE Workshop on Uncertainty Visualization: Unraveling Relationships of Uncertainty, AI, and Decision-Making
[YES] 1467/1742 | The Impact of a GenAI Integration on First-Year Engineering Students' Programming Outcomes
[NO] 1468/1742 | Robust Watermarking for 3D Mesh Models Based on Geometrically Weighted Aggregation
[NO] 1469/1742 | Decision letter for "High-order Omni-attention Paradigm for Remote Sensing Image Fusion"
[YES] 1470/1742 | WIP: How Effective are Llm-Implemented Autograders for Programming Assignments Compared to Human Graders?
[NO] 1471/1742 | ICOCO 2025 Breaker Page
[NO] 1472/1742 | Implementing Smart IoT-Based Systems for Real-Time Detection and Management of Natural Gas Leaks in Urban Smart Utility Ecosystems and Management Platforms
[NO] 1473/1742 | Towards Automated CVD Diagnosis: Deep Learning-based ECG Feature Extraction*
[NO] 1474/1742 | Integration of Sensor-Driven IoT Network into Smart Farming Education: Quantitative Evaluation of Student Engagement and Perception
[NO] 1475/1742 | Recent Developments in Quantum Network Cybersecurity: Exploiting Authentication Protocols to Secure Multi-User Quantum Communication
[NO] 1476/1742 | Bi-Level Traffic Steering Decision in High-Mobile and Ultra-Dense Multi-RAT Networks
[NO] 1477/1742 | Hyperspectral Image Classification based on Fast Fourier Convolution Mamba Panyu Lu
[NO] 1478/1742 | Enhancing Password Security: Leveraging AI for Typing Pattern Authentication
[NO] 1479/1742 | Using Scrum to Improve Student Teamwork in a Project-Based Hybrid Learning Setting
[NO] 1480/1742 | ML-Based Detection of BGP Prefix Hijacking
[NO] 1481/1742 | Educational Data Analytics: Predictive Insights into Student Dropout and Academic Outcomes Using Machine Learning
[NO] 1482/1742 | Emotion Classification of EEG Signals Using Parallel Depthwise Separable CNN and RNN
[NO] 1483/1742 | Lean from Yesterday to Today: A Comparative Analysis between Traditional and Smart Lean Implementation
[NO] 1484/1742 | Implementation of Text Sentiment Analysis to Digital Psychological Therapy to Classify Patients’ Emotions
[NO] 1485/1742 | Evaluating Retrieval Augmented Generation (RAG) Chunking Strategy for Question Answering in Indonesian Law of The Sea
[NO] 1486/1742 | Design and Development of an AI-Guided Dual-Axis Actuator for Precision Nozzle Control in Greenhouse Pesticide Spraying Robots
[NO] 1487/1742 | Anti-Jamming based on Beam-Steering Antennas and Intelligent UAV Swarm Behavior
[NO] 1488/1742 | Agile Management of Uncertainties in International Consortium
[NO] 1489/1742 | Personalized Marketing at Scale: Leveraging AI for Real-Time Content Recommendation and Optimization
[NO] 1490/1742 | How are people’s explanations of the behaviour of robots structured? An exploratory study and discussion
[NO] 1491/1742 | ADMInC 2025 Author Index
[NO] 1492/1742 | Detecting the Unseen: A Comparative Analysis of Two Deep Learning Architectures for Plankton Species Identification
[NO] 1493/1742 | Investigation The Common Components of Augmented Reality in Enhancing Users' Information Literacy Skills in Academic Libraries: A Systematic Literature Review
[NO] 1494/1742 | Analysis of Vampire Attack Detection in Flying Ad-Hoc Networks
[NO] 1495/1742 | An Energy Efficient Relay Selection Algorithm for Clustered Wireless Sensor Networks
[NO] 1496/1742 | Subjective Visual Quality Assessment of Compressed Light Field Images: Learning-based vs. Conventional Methods
[NO] 1497/1742 | ICET 2025 TOC
[NO] 1498/1742 | A Real-World Evaluation of Two Cooperative Intersection Management Approaches
[NO] 1499/1742 | PosFormer: Generalizable Indoor Positioning via Global–Local Feature Fusion Network
[NO] 1500/1742 | Study the High Voltage (HV) Distribution on Outdoor Overhead Insulators Under Unusual Contamination Conditions
[NO] 1501/1742 | Slang Context-based Inference Enhancement via Greedy Search-Guided Chain-of-Thought Prompting
[NO] 1502/1742 | Cyber-AI-Sentinel: An AI-Powered Intrusion Detection System for Wi-Fi and Cellular Towers
[NO] 1503/1742 | Integrating Sustainability Measures in International Non-Governmental Organization Projects
[NO] 1504/1742 | From Powder to Power: Engineering Six-layers High-Performance Ni/YSZ Composites for Solid Oxide Fuel Cells (SOFCs)
[NO] 1505/1742 | Revolutionizing PDF Q&amp;A with Local LLMs and Privacy-Enhanced Retrieval-Augmented Generation
[NO] 1506/1742 | Data-Driven Regression Model for Autonomous IoT Battery State Estimation Considering Environmental Factors
[NO] 1507/1742 | Leveraging Llms for Streamlining and Demystifying the Systematic Literature Review Process
[NO] 1508/1742 | Random Forests as a Lightweight Alternative to Deep Neural Networks in Antenna Design
[NO] 1509/1742 | Adapting Globally Distributed Scrum Team Strategies for University Classrooms
