[2025-12-25 09:12:47] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-24
正在获取论文...
[arXiv] 2025-12-24 | UniPR-3D: Towards Universal Visual Place Recognition with Visual Geometry Grounded Transformer
[NO] 1258/1489 | Using Causal Inference to Test Systems with Hidden and Interacting Variables: An Evaluative Case Study
[NO] 1259/1489 | Analyzing Prominent LLMs: An Empirical Study of Performance and Complexity in Solving LeetCode Problems
[NO] 1260/1489 | Fault Diagnosis for UAVs Motor Considering Nonlinear Correlation Based On MIC-LightGBM With Adaptive Optimization
[NO] 1261/1489 | Research on Heavy-Duty Transportation Robots
[NO] 1262/1489 | BDS for Train Localization Optimization Based on LEO Augmentation
[NO] 1263/1489 | iCAST 2025 Cover Page
[NO] 1264/1489 | BEVTrack: Multi-View Multi-Human Registration and Tracking in the Bird's Eye View
[NO] 1265/1489 | A Multimodal Remote Sensing Method for Mangrove Species Classification Based on Sentinel-2 Imagery
[NO] 1266/1489 | Breaking the Diffraction Barrier: A Hybrid Framework Combining Physical Modulation and Neural Diffusion for Sub-Diffraction Target Recovery
[NO] 1267/1489 | Simultaneous Temporal-Frequency-Variable Modeling for Power Forecasting
[NO] 1268/1489 | AI Agent for Task Assignment in End-Edge-Cloud Networks
[NO] 1269/1489 | ICMT 2025 TOC
[NO] 1270/1489 | Letter from the Editor
[NO] 1271/1489 | Localized Intra- and Inter-Tumoral Heterogeneity for Predicting Treatment Response to Neoadjuvant Chemotherapy in Breast Cancer
[NO] 1272/1489 | Feature Selection-Based Machine Learning Framework for Birth Weight Prediction: Toward Intelligent Clinical Decision Systems_supp1-3647103.pdf
[NO] 1273/1489 | Combined Effects of Transient Ionizing and Electromagnetic Pulse on Vertical NPN Bipolar Transistor
[NO] 1274/1489 | The Wideband Operation of Miniaturized Four-Port Single-Junction Microstrip Circulator
[NO] 1275/1489 | Editorial: IEEE Transactions on Engineering Management 2026
[NO] 1276/1489 | Performance Enhancement Using a Dynamic Scoring-Based Task Scheduling Algorithm for Heterogeneous Multicore Systems
[NO] 1277/1489 | Distributed Prescribed-Time Unknown Input Observer for LTI Systems With Event-Triggered Communication
[NO] 1278/1489 | Multi-Feature Fusion Radar Detection for Maritime Small Targets via Disentangled Representation Learning
[NO] 1279/1489 | A Transmitarray Generating Broadband Elevated-Order OAM Vortex Beams For High-Capacity Wireless Communication Systems
[NO] 1280/1489 | To Optimize Edge-Intelligent Cooperative Perception in Heterogeneous Vehicular Networks_supp1-3647708.pdf
[NO] 1281/1489 | Induction Motor Load Torque Observer Based on Kalman Filter
[NO] 1282/1489 | Analysis of the Influence of Geometric Parameters on the Diode Performance of a Vortex Hydrodiode Using Commercial CFD Code AnSys Fluent
[NO] 1283/1489 | Comparative Analysis of Low-Pass Filter Digital Models Frequency Responses for Electrical Systems Components
[NO] 1284/1489 | Irradiance Forecast-Supported Energy Management and Controlling
[NO] 1285/1489 | Task balancing of Private Pilot Training programs
[YES] 1286/1489 | Don’t Panic: Error Handling Patterns in Go Smart Contracts and Blockchain Software
[NO] 1287/1489 | AI-DeFi Systemic Risk: A Complex Adaptive System Framework
[NO] 1288/1489 | Output Quality Quantification for the Cascaded H-Bridge Converter based STATCOM
[NO] 1289/1489 | Design and Implementation of Electric Motor Emulator for Six-Phase PMSM
[NO] 1290/1489 | Evaluation of Gate Driver Losses in Boost Converters with Wide-Bandgap Semiconductors
[NO] 1291/1489 | A Fine-Grained Usage Prediction to Understand the Unique Needs of Carsharing in Rural Areas
[NO] 1292/1489 | Optimal Placement of Remote Control Switch for Improving Reliability Indices
[NO] 1293/1489 | Friction dynamics in automotive braking operations and comparison of control techniques effectiveness
[NO] 1294/1489 | Integral Sliding Mode Steering Feel Feedback Controller for Steer-by-Wire Systems Using Co-Simulation Framework
[NO] 1295/1489 | The Living Library of Trees: Mapping Knowledge Ecology in the Arnold Arboretum
[NO] 1296/1489 | A Single-Snapshot DOA Estimation Algorithm Based on Outlier Detection in Impulsive Noise*
[NO] 1297/1489 | Research on the Optimization of Low-Altitude Pollution Monitoring System Based on Multi-Source Data Fusion
[NO] 1298/1489 | Graph Coloring-Based Risk-Aware Conflict-Based Search Algorithm for Multi-UAV Conflict-Optimized Path Planning
[NO] 1299/1489 | Research on Gyroscope Data Fusion Based on Quaternion and Kalman Filter in Attitude Control of Hexapod Robots*
[NO] 1300/1489 | Research on the Development of Computing Power Network and Its Applications
[NO] 1301/1489 | Design and Simulation of Bipedal Humanoid Robot Legs Based on Linear Joints
[NO] 1302/1489 | Product modeling analysis based on morphological proportion segmentation
[NO] 1303/1489 | Reliability Optimization Design of Mechanical Parts Based on Quantile Theory
[NO] 1304/1489 | Topology Optimization and Simulation Analysis of Agricultural Picking Robot Manipulator Structures
[NO] 1305/1489 | From Questions to Insights: Exploring XAI Challenges Reported on Stack Overflow Questions
[NO] 1306/1489 | The Review of Test Processes on Corporate Quality Assurance (QA) at SeturTech
[NO] 1307/1489 | Exploring turnover, retention and growth in an OSS Ecosystem
[NO] 1308/1489 | Cyclic Regularization of Input Convex Neural Networks for Robust Voltage Regulation
[NO] 1309/1489 | Compensation Strategy-Based Intrusion Tolerant Parameter Estimation for Quantized Nonlinear Hammerstein Systems under Replay Attacks
[NO] 1310/1489 | Coupled Physics-Informed Neural Network for Multi-Physics Modeling in Additive Friction Stir Deposition_supp1-3646558.pdf
[NO] 1311/1489 | Correspondence-Free, Function-Based Sim-to-Real Learning for Deformable Surface Control
[NO] 1312/1489 | Lessons Learned from the euROBIN Manipulation Skill Versatility Challenge at IROS 2024
[NO] 1313/1489 | Online Scheduling With Trajectory Prediction for Collaborative DNN Inference in Vehicular Networks_supp1-3629759.pdf
[NO] 1314/1489 | Quantifying Firms' Innovation Ecosystem Orientation: Assessing the Impact on Innovation Performance and Triple Bottom Line Collective Benefits_supp2-3647232.docx
[NO] 1315/1489 | Structural Ambiguity Resolution in Indonesian-English Speech-to-Text Translation by Utilizing Prosodic Information
[NO] 1316/1489 | Evaluating Range of Motion of Two Prominent Neck Support Devices for Daily Activities_supp2-3647266.pdf
[NO] 1317/1489 | Graph Neural Network of Multiple Diagonal Constraints for Sound Event Detection
[NO] 1318/1489 | AC-BaaS: An Asynchronous Cross-Blockchain as a Service for the Internet of Things
[NO] 1319/1489 | Suppressing High-frequency Resonance in MMC HVDC System Using Passivation Schemes based on Virtual Flux and Digital Differentiator
[NO] 1320/1489 | Low-Power System for Spatial Tactile Detection using a Self-Sensing Nanocomposite with On-Device Adaptive Regularization
[NO] 1321/1489 | Multi-Dimensional Optimization for STAR-RIS Aided NOMA Communications With Different Operational Protocols
[NO] 1322/1489 | CySIDER: Cybersecurity Situational Intelligence Framework for DER Networks
[NO] 1323/1489 | A Digital Twin Framework for Human Organs modeling and forecasting in the Metaverse
[NO] 1324/1489 | Disconnecting Users from Virtual Worlds with a Single Packet: an Unreal Untold Story
[NO] 1325/1489 | CNN-Mamba Hybrid Network for Efficient Hyperspectral Image Compression
[NO] 1326/1489 | Negative Sample Learning based Surface Defect Detection for Lithium Battery Tabs
[NO] 1327/1489 | Enterprise Architecture Design Using TOGAF ADM on Bank XYZ Employee Training Information System
[NO] 1328/1489 | A CISO Perspective on Board-Level Involvement in Information Security Governance
[NO] 1329/1489 | Integrated Wheelie-Traction Controller for Maximum Acceleration in High Performance Electric Motorcycle
[NO] 1330/1489 | Psychomare: A Psychoanalytic and XR-Based Artistic Exploration into Nightmare Visualization
[NO] 1331/1489 | A pedestrian target detection method based on the improved YOLOv12n lightweight model
[NO] 1332/1489 | Emotion Recognition Based on Multi-Modal Physiological Signals
[NO] 1333/1489 | Multi-objective Beamforming Algorithm for RIS-assisted Backscatter V2I Communication System
[NO] 1334/1489 | Design and Simulation of a Multilevel Boost Converter
[NO] 1335/1489 | Seamless Mode Transition Method Considering Voltage-Second Balance of Magnetic Component Between Transition to Reduce the Voltage Stress for Wide Output Voltage Range of Full Bridge Resonant Converter
[NO] 1336/1489 | Delay Effect of Switch-Level Current Limitation in Islanded-Mode dVOC Inverter
[NO] 1337/1489 | Hybrid Architecture Based on Siamese U-Net for Few-Shot Image Segmentation of Nanomaterials
[NO] 1338/1489 | Design of a Material Transport Cart for a Factory in the Aviation Industry
[NO] 1339/1489 | Environmental and Economic Assessment of Aircraft Noise and Emissions in Flight Trajectory Optimization
[NO] 1340/1489 | In-orbit experience from VZLUSAT-2 mission: From freely rotating to nadir pointing CubeSat
[NO] 1341/1489 | Dynamic Modeling and Robust Cascade Control of Feed Drives
[NO] 1342/1489 | Crosstalk Analysis of Long Interconnects with Different Driver Cells in 28nm Technology
[NO] 1343/1489 | Accelerating Delta Debugging through Probabilistic Monotonicity Assessment
[YES] 1344/1489 | How Do Communities of ML-Enabled Systems Smell? A Cross-Sectional Study on the Prevalence of Community Smells
[NO] 1345/1489 | Towards Efficient and Privacy-Preserving Cloud Computing
[YES] 1346/1489 | Design and Development of a Predictive Security Threat Management System Leveraging CWEs, CVEs, and CAPECs
[NO] 1347/1489 | Gaia: Hybrid Hardware Acceleration for Serverless AI in the 3D Compute Continuum
[NO] 1348/1489 | Human-AI Collaboration in Generating Graphical Museum Descriptions
[NO] 1349/1489 | In-Network Recovery of Delayed and Missing PMU Measurements using Programmable Switches
[NO] 1350/1489 | Surface Finish of the Burnished Mold Steel after Plasma Nitriding
[NO] 1351/1489 | Trajectory optimization of 6-DOF upper limb rehabilitation robot using Genetic Algorithms
[NO] 1352/1489 | Hybrid Cryptographic Architecture for Multi-Platform Blockchain Document Signing: Technical Innovation and Cross-Chain Interoperability
[NO] 1353/1489 | Methods for Mathematical Model Construction of Squirrel Cage Induction Motor in Discrete Time
[NO] 1354/1489 | The impact of conflict situations on the workload of air traffic controllers during simulator training
[NO] 1355/1489 | Exoskeletons in Aircraft Industry: Overview of Available Knowledge and Implementation Experience
[NO] 1356/1489 | ChainFedTwin: A Blockchain-Based Federated Learning Framework for Secure, Explainable Digital-Twin Collaboration
[NO] 1357/1489 | Simulacra Naturae: Generative Ecosystem driven by Agent-Based Simulations and Brain Organoid Collective Intelligence
[NO] 1358/1489 | Analysis of Underwater Target Detection by UAVs Using Airborne Magnetic Sensors
[NO] 1359/1489 | Graphical Approach for Sub-Optimal Unity Power Factor Control of Interior Permanent Magnet Synchronous Motor Drives
[NO] 1360/1489 | A Study on Circuit Technologies for Improving the Efficiency of Active Cell Balancing
[NO] 1361/1489 | Evaluation of Voltage-Offset Resistive Control for Photovoltaic Panels in Solar Electric Vehicles
[NO] 1362/1489 | Sensorless Control of IPMSM Using Sliding Observer Based on Model for Realizing MTPA Control
[NO] 1363/1489 | Output Power Feedback Control for DC-DC Converter Utilizing Singular Auxiliary Chopper Circuit
[NO] 1364/1489 | Decentralized and Secure AOI Framework Using Smart Contracts on Jetson Devices
[NO] 1365/1489 | Sentiment Analysis of User Feedback on Generative AI Tools
[NO] 1366/1489 | Implementation of Nonlinear Flux Linkage Model for PMSM in Electric Motor Emulator
[NO] 1367/1489 | Real-Time Disturbance Magnetic Field Observation Method Based on Multiple Sensors to Enhance the Directionality of Active Disturbance Suppression in MCG Systems
[NO] 1368/1489 | Coupled Mode Theory Inspired Design of Ultra-Sensitive Planar Bio-Sensor Based on SIW Resonator
[NO] 1369/1489 | Thank You for Your Outstanding Service as Associate Editor for Book Reviews
[NO] 1370/1489 | Improved Quantum Genetic Support Vector Machines for Hand Gesture Recognition by Micro-Doppler Effect
[NO] 1371/1489 | Secure Quantum-Optical Communication Using Chua’s Oscillator based Superdense Coding
[NO] 1372/1489 | Deep Reinforcement Learning Based DFE Structure Optimization for High-Speed DRAM Signals
[NO] 1373/1489 | Treating Mild to Moderate Depression with Transcutaneous Electrical Cranial-Auricular Vagus Nerve Stimulation: A Study of Brain Functional Networks
[NO] 1374/1489 | LLM-Aided Prediction and RL-Based Optimization for Secure Communications in Low-Altitude Economy Networks
[NO] 1375/1489 | Two Time-Scale Hierarchical Sequential Multi-agent DRL framework with Compute Reuse for Energy and Delay Minimization in UAV-based Edge
[NO] 1376/1489 | Intelligent Meta-Surfaces Aided Transparent Transmission in Urban Environment
[NO] 1377/1489 | Author Index
[NO] 1378/1489 | Title Page i
[NO] 1379/1489 | iCAST 2025 Cover Page
[NO] 1380/1489 | Gain-Scheduled Data-Enabled Predictive Control: A DeePC Approach for Nonlinear Systems
[NO] 1381/1489 | Digital Twin-Based Pedagogical Design Framework for Augmented Reality in Education
[NO] 1382/1489 | Sensor-Driven Entropy for Energy-Efficient Security in Optical Camera Communication Systems
[NO] 1383/1489 | Front Cover
[NO] 1384/1489 | Active Suspension Hydraulic Systems with Noise and Disturbances: A Novel Finite Time Variable Gain Control Method_supp2-3646645.mp4
[NO] 1385/1489 | A High-Sensitivity Microchannel Surface Plasmon Resonance Refractive Index Sensor Based on PSO-BP Neural Network.
[NO] 1386/1489 | A Robotic Digital Construction Workflow for Puzzle-Assembled Freeform Architectural Components Using Castable Sustainable Materials
[NO] 1387/1489 | Optimization research and application of Steering Actuator of DZ Vertical Drilling System
[NO] 1388/1489 | Evolutionary Train-Test Split for Hierarchical Monte Carlo Ensemble
[NO] 1389/1489 | Assessing the Effectiveness of the Tigress Obfuscator Against MOPSA and BinaryNinja
[NO] 1390/1489 | Efficient 3D Scene Reconstruction from Multi-View RGB Images Using Optimized Gaussian Splatting
[NO] 1391/1489 | IRS-Assisted Secure Transmission for Remote State Estimation in the Presence of Eavesdroppers
[NO] 1392/1489 | An Optimal Zero-Sequence Component Injection Method With Reduced Low-Frequency Voltage and Current Ripples for Improved Three-Phase Three-Level Multi-Port Converter
[NO] 1393/1489 | A Maximum Entropy Approach to Joint Obstacle-Aware Routing and Facility Location in UAV Networks Under Energy Constraints
[NO] 1394/1489 | Device-to-Device Coded Caching for Multiaccess Networks with Combinatorial Access Topology
[YES] 1395/1489 | MCLPF: Malware Collaborative Detection with LLM-Enhanced Pruning for Attributed Interpretable Flow Graphs
[NO] 1396/1489 | Source-Free Time-Series Domain Adaptation With Prior Evaluation of Model Salience
[NO] 1397/1489 | Suppressing ghost artifacts in pre-stack angle gathers using a pre-established U-net trained with local stacked depth images
[NO] 1398/1489 | Flood Extent Mapping From SAR Images by A Dynamic Threshold: A Case Study of 2022 Compound Flood in Northeastern Bangladesh
