[2025-12-31 09:14:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-30
正在获取论文...
[IEEE] 2025-12-30 | Table of Contents
[NO] 786/1000 | Cell-specific network-based cell type prediction via graph convolutional network using transcriptomics profiles
[NO] 787/1000 | YOLOv8-based Agricultural Robots for Precision Pollination and Yield Prediction
[NO] 788/1000 | Adaptive Model Compression for Lightweight Paper AI
[NO] 789/1000 | Tracking Elbow Angles with Printed Dipole Antennas Through the Passive Extraction of $\mathrm{S}_{11}$ Parameter and Resonant Frequency: A Pilot Study
[NO] 790/1000 | A Multimodal Approach for Detection of Preeclampsia Risk Analysis using Reinforcement Learning and Agentic AI
[NO] 791/1000 | Graph Neural Networks for Heart Disease Prediction: A SAGEConv Based Approach
[NO] 792/1000 | AI-Powered Monitoring System for Analog kWh Meters Using Digital Image Processing and OCR
[NO] 793/1000 | Variance-Weighted Centroid: A Centroid Estimation Approach for High-Dimensional Data Clustering
[NO] 794/1000 | DualSpar: A Dual-Granularity Memory Framework with Adaptive Sparsity for Efficient LLM Inference
[NO] 795/1000 | Instantaneous temperature estimation during short time overload operation of an IGBT
[NO] 796/1000 | Contactless Biometric Authentication for Autonomous Vehicles
[NO] 797/1000 | Optimization Accuracy of Crop Yields Soil Fertility Prediction using Machine Learning
[NO] 798/1000 | Evaluation of Network RTK and Post-Processed Loosely and Tightly Coupled GNSS/IMU Solutions in Vehicle Dynamics
[NO] 799/1000 | Energy Flow Management in Smart Homes via Pontryagin Minimum Principle
[NO] 800/1000 | An Enhanced Semi-Supervised Gaussian Fuzzy C-Means Clustering Algorithm for Remote Sensing Image Data Analysis
[NO] 801/1000 | Optimizing Battery Storage Operation in the MIBEL: Integrating Price Forecasting and Degradation Models
[NO] 802/1000 | Feasible Operating Region-Based Sampling for Representative OPF Datasets
[NO] 803/1000 | Efficient Modeling of Multi-Purpose Dual-Band Reflectarray Cells Using Support Vector Regression
[NO] 804/1000 | Measurement of Fifth Overtone Quality Factor of Quartz Crystal Piezoelectric Sensor with Asymmetric Ring Electrodes
[NO] 805/1000 | Quantum LSTM with Ant Colony Optimization for Protein Mutation Detection
[NO] 806/1000 | A Method For Monitoring Intracranial Hemorrhage Based On Electrical Impedance Tomography Technique
[NO] 807/1000 | An Integrated AI Framework for Tomato Leaf Disease Detection and Severity Assessment
[NO] 808/1000 | A Computational Intelligence Approach Using Fuzzy Tsukamoto for Investment Feasibility Assessment Based on Financial Ratios
[NO] 809/1000 | Measurement of Underwater Electrical Explosion Shock Wave and Bubble Pulse
[NO] 810/1000 | AI Agent Architecture for Decentralized Trading of Alternative Assets
[NO] 811/1000 | On the Design of Mobility-Aware Systems: A Tourist’s Perspective
[NO] 812/1000 | Parameterizing Nonlinear Behavior of Short Circuit Current with Inverter-Based Resources
[NO] 813/1000 | Coordinated Control of an Electric-Hydrogen based DC Microgrid for green transportation
[NO] 814/1000 | Research on Online Traffic Identification Technology in Satellite Networks
[NO] 815/1000 | Research on Computer Vision in Rooftop Photovoltaic Terrace Area Behavior Recognition System
[NO] 816/1000 | A Zero-Shot Framework for Automated Media Framing Analysis using Large Language Models
[NO] 817/1000 | Compact $6 \times 6$ Nolen Matrix with Lumped Elements in UHF Band
[NO] 818/1000 | DCAE: An Attention-Guided Denoising-Andclassification Autoencoder for Brain-Tumor MRI with CBAM and Skip Connections
[NO] 819/1000 | Exploratory Study of Deployment of Demand Reduction Through Voltage Control
[NO] 820/1000 | A Real-Time GCN and AI Agent Framework for Sustainable Supply Chain Management Under Disaster Scenarios
[NO] 821/1000 | An Enhanced Deep Learning and Radiomics-based Software Pipeline for Uterine Fibroid Detection in MRI
[NO] 822/1000 | Active Harmonic Compensating Power Supply for Primary Circuits of Power System
[NO] 823/1000 | Research on Network Intrusion Detection Algorithm Based on Deep Learning
[NO] 824/1000 | A Mathematical Framework for Digital Twins of Cyber-Physical Energy Systems
[NO] 825/1000 | Malware Detection Analysis Using Gated Graph Neural Networks and Graph Convolutional Networks
[NO] 826/1000 | Detection of Data Center Load Loss Event with Wide-Area-Monitoring-System
[NO] 827/1000 | Smart HVAC System Controllers Addressing Preservation Requirements in Historic Buildings
[NO] 828/1000 | XDMA: A Distributed, Extensible DMA Architecture for Layout-Flexible Data Movements in Heterogeneous Multi-Accelerator SoCs
[NO] 829/1000 | Deep Learning-Based Image Retrieval of Crab Species Through Analysis of Shape Characteristics
[NO] 830/1000 | Modal Analysis and Suppression of Sub-synchronous Oscillation in Doubly-fed Wind
[NO] 831/1000 | Root-Cause Assessment of Interactions Caused by Controllers of Inverter Based Resources
[NO] 832/1000 | Dynamic Graph Neural Networks for Uncertainty-Aware Residential Photovoltaic Power and Load Disaggregation
[NO] 833/1000 | Penetration Testing in Wind Farms: Detection and Impact Analysis
[NO] 834/1000 | Title Page i
[NO] 835/1000 | Index Author
[NO] 836/1000 | Multi-factor spatial downscaling of satellite precipitation based on vegetation index and elevation
[NO] 837/1000 | Dynamic Event-Triggered Optimized Backstepping Control for Strict-Feedback Nonlinear Systems With Communication Constraints_supp1-3649129.pdf
[NO] 838/1000 | GFS-edge: Graph Fuzzy System for Edge Prediction_supp1-3649146.pdf
[NO] 839/1000 | Benchmarking Explainable Argumentation Dialogue via Freeman’s Theory
[NO] 840/1000 | FocusPatch AD: Few-Shot Multi-Class Anomaly Detection with Unified Keywords Patch Prompts
[NO] 841/1000 | SPTM: A Transformer-Mamba Decoder with Superpoint Pooling for Semantic Segmentation of Power Tower Point Clouds
[NO] 842/1000 | Table of Contents
[NO] 843/1000 | EMP Injection for Post-fabricated R
                    <sub>ON</sub>
                    -BV Optimization in Bulk LDMOS and AI-Assisted Mechanism Analysis
[NO] 844/1000 | AGILE-6G: Agentic AI for Autonomous Management of 6G Network/Application Services
[NO] 845/1000 | UPSILON PI EPSILON: Honor Society Evolution and Transitions
[NO] 846/1000 | Hybrid Attention Lagrangian Variational Autoencoder With Latent Representation Disentanglement for Fault Diagnosis Under Time-Varying Operating Conditions
[YES] 847/1000 | Evaluating Large Language Models for Line-Level Vulnerability Localization
[NO] 848/1000 | Multimodal Smart Glove System Based on Flexible Optical Fibers and Inertia Sensor Hybrid
[YES] 849/1000 | 2025 5th International Conference on Code Quality (ICCQ)
[NO] 850/1000 | ISPCE-ASIA 2025 Cover Page
[NO] 851/1000 | Half Title Page
[NO] 852/1000 | MSWiM 2025 Cover Page
[NO] 853/1000 | ICoAIT 2025 Commentary
[NO] 854/1000 | Table of Contents
[NO] 855/1000 | ICWAPR 2025 Author Index
[NO] 856/1000 | Stage Division of GNSS Spoofing Code Phase Traction and Loop Response Analysis
[NO] 857/1000 | TAYLORS: A Fast, Scalable Yet Lightweight Protocol for Resilient Synchronization of WSN
[NO] 858/1000 | Wheat Seed Orientation Detection Method Research for Mirco-invasive Sampling by Improved Deep-learning Framework
[NO] 859/1000 | SmartAid: Adaptive AI-Driven System for Merit-Based Scholarship Forecasting
[NO] 860/1000 | Aspect-Based Sentiment Analysis of Indonesian Football Team's Instagram Comments using Naive Bayes
[NO] 861/1000 | Attention-Enhanced CNN for Motor-Impaired Handwritten Alphabet Recognition with Explainable AI
[NO] 862/1000 | OXGCGN: Optimized Explainable Deep Learning for Lung Cancer Detection using CT Images
[NO] 863/1000 | Enhancing Forensic Face Construction with Realtime Recognition using Deep Learning and OpenCV
[NO] 864/1000 | Designing for Simplicity: Lessons from a Minimalist EV Charging App
[NO] 865/1000 | Data Clustering for Tax Incentives Determination: A Hybrid Manhattan Frequency K-Means and Particle Swarm Optimization Approach
[NO] 866/1000 | Optimization of Space-Time Coding Metasurface by a Quantum Annealing-Inspired Algorithm
[NO] 867/1000 | Optimal Inertia Procurement in Future Synthetic-Inertia-Dominated Power Systems: A Public Goods Game Approach
[NO] 868/1000 | Quantifying the Effects of Long-lasting Unavailabilities due to Extreme Events on Power System Adequacy
[NO] 869/1000 | Towards Transferable Deep Reinforcement Learning Policies with high Post-Deployment Performance in Smart Grids
[NO] 870/1000 | Thermal Wildlife Image Segmentation Using Hybrid Vision Transformers for Smart City Applications
[NO] 871/1000 | Efficient English Text-to-Speech Voice Cloning Using Limited Speaker Data
[NO] 872/1000 | Federated Learning Architectures for Mental Health Data: A Systematic Review of Privacy-Preserving Approaches and Clinical Efficacy
[NO] 873/1000 | Research on Photovoltaic Power Prediction Method Based on Multi-Task Deep Learning
[NO] 874/1000 | A Modular Predictive System for Modeling Financial Toxicity in Patients Receiving Complex Gastrointestinal Surgery
[NO] 875/1000 | PrO-MSConvNet: Progression Optimized IoT-Based Precision Agriculture Using Morphable Schema Convolution Network
[NO] 876/1000 | Increasing Firm and Non-Firm Hosting Capacity in Power Grids Using Battery Energy Storage Systems
[NO] 877/1000 | Relaxation Techniques for Optimisation of Irrigation Systems as Flexible Energy Storage
[NO] 878/1000 | Hybrid State Estimation for Networks with FACTS via Bayesian Inference
[NO] 879/1000 | A Self-Directed Framework for Optimizing Career Pathways and Forecasting Competencies using Neuro-Linguistic and Behavioural Analytics
[NO] 880/1000 | YOTO: End-to-End Multi-Object Tracking from a UAV Perspective
[NO] 881/1000 | Deep Learning Based Multi-Object Waste Detection and Tracking in Dynamic Scenes
[NO] 882/1000 | DC Side Voltage Disturbances During a DC Line Fault Recovery Sequence of a VSC-HVDC Link
[NO] 883/1000 | Fidelity Analysis of Reverse Amplifiers Under High-Frequency Condition
[NO] 884/1000 | Dynamic Energy-Aware Deep Learning Framework using Adaptive Neural Architectures for Sustainable AI
[NO] 885/1000 | Vehicle Trajectory Forecasting Using Temporal Fusion Transformers and Feature Selection
[NO] 886/1000 | An Experimental Study of Linear Attention in Multi-Agent Transformer
[NO] 887/1000 | Innovative Fabrication Techniques for Transmitarray and Printed Lens Antennas
[NO] 888/1000 | A Method for Improving the Edge Magnetic Field of Eddy Current Septum Magnets
[NO] 889/1000 | Probabilistic Time Slot Leasing in TDMA-Based IoT Networks for Enhanced Channel Utilization
[NO] 890/1000 | S-Band Tunable Impedance Matching Network with Varactor Diodes
[NO] 891/1000 | Design of In-Situ Calibration Device for Shipborne Exhaust Emission Detector and Research on Emission Prediction Algorithm
[NO] 892/1000 | AI Agents in Power System Operation: Application Results and Future Potentials
[YES] 893/1000 | Power Estimation Framework for Power Consumption Analysis of SoC with Multiple Operating Modes and Supply Domains
[NO] 894/1000 | A Unified Deep Learning Approach for Multi-Class Classification of Poultry Fecal Images
[NO] 895/1000 | Machine Learning-Based Real-Time Power Quality Disturbance Classification using Kalman Filter Segmentation and Deep Learning
[NO] 896/1000 | Impact of Device Geometry in Phasar Array using Triangular Region for Channel Selection Control in WDM (Wavelength Division Multiplexing) Networks
[NO] 897/1000 | Wavelet-Based Compressive Reconstruction for Real-Time IGBT Switching Time Monitoring
[NO] 898/1000 | SAR Deceptive Jamming Identification via Stft-Residual Diffusion Models
[NO] 899/1000 | Benchmarking Deep Learning Architectures for Static Chess Position Classification
[NO] 900/1000 | Robust Control Strategy for Stable Flight of Unmanned Aerial Vehicles Under Wind Conditions based on Adaptive Algorithm
[NO] 901/1000 | On Transferring, Merging, and Splitting Task-Oriented Network Digital Twins
[NO] 902/1000 | YOLOv8-Powered Helmet Detection for Intelligent Roadside Safety Monitoring
[NO] 903/1000 | Energy Optimization and Techno-Economic Assessment of Renewable Energy Communities: An Italian Case Study
[NO] 904/1000 | Construction of a Prediction Model for Geriatric Rehabilitation Nursing by Fusion of Multimodal Data
[NO] 905/1000 | Relaying Volcanic Plume Measurements in Real Time by Using a Balloon-Borne Multi-Gas and Particles Sensors System
[NO] 906/1000 | Deep Learning-Driven Autonomous Generation of Descriptive Textual Annotations for Visual Data
[NO] 907/1000 | Investigation on Propagation Characteristics of Low-Frequency Radio Signal During the Geminid Meteor Shower
[NO] 908/1000 | An Adaptive Multi-task Learning Framework for Traffic Speed Prediction
[NO] 909/1000 | Real-Time Co-Simulation of an EMT-EMT Multi-Domain Power System
[NO] 910/1000 | Structural Design of Self-Balancing Anti-Shake Binocular Vision Detection Device
[NO] 911/1000 | Optimal Capacity Allocation of Pumped Storage Power Stations Considering Flexibility Requirements in Electricity Markets
[NO] 912/1000 | Method for a robust allocation of System Needs for Inertia in the Continental European Power System
[NO] 913/1000 | Correlation Analysis of DC Charging Station Usage Rates and Traffic Volumes Based on Open Data
[NO] 914/1000 | POTENTIAL: Privacy-Oriented Task Offloading via Context-Aware Risk Estimation in JCAS-Enabled Edge Networks
[NO] 915/1000 | Leukemia Classification Using Ensemble Deep Learning Models
[NO] 916/1000 | LAMedNet: Lightweight Graph Memory Network for Medication Safety
[NO] 917/1000 | Formulation and Optimization of Power Flow Computation Algorithms for Flexible DC Traction Power Supply Systems
[NO] 918/1000 | Blockchain-based Certificate Verification System with AI-Assisted Content Validation using Hyperledger Fabric
[NO] 919/1000 | Multi-Scale Attention U-Net for Real-Time Object Detection in Complex Scenes
[NO] 920/1000 | IoT Solutions with Edge Computing in Industry 4.0: A Review
[NO] 921/1000 | Backpack-LoRa: Energy-Efficient Multi-Hop Networking for LoRaWANs
[NO] 922/1000 | Optimal Management of a Port considering Shore-side Power and Electrical Vessels
[NO] 923/1000 | High-Accuracy, Low-Cost DR Classification: MobileNetV2 Enhanced by Lesion-Aware Teacher Distillation
[NO] 924/1000 | Predicting Molecular Properties With Quantum Kernels: a Study on the Qm9 Dataset
[NO] 925/1000 | Democratizing Quantitative Finance: Tradesimx for Accessible, Accurate, and Modular Strategy Testing
[NO] 926/1000 | Exploring Smart Learning Environment Maturity Factors Through Topic Modeling with Latent Dirichlet Allocation and Qualitative Content Analysis
