[2025-12-13 09:09:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-12
正在获取论文...
[ACM] 2025-12-12 | Datalog-Expressibility for Monadic and Guarded Second-Order Logic
[NO] 807/1000 | Prototyping of an RFID Signal Analysis Platform for on-Site Troubleshooting
[NO] 808/1000 | Design and Implementation of Tokenomics and Ecosystem Model for Interconnected Metaverses
[NO] 809/1000 | Cross-Modal Learning for Engine Health Monitoring: Bridging Vibration Signatures and Oil Debris Characteristics
[NO] 810/1000 | Sponsors
[NO] 811/1000 | Table of Contents
[NO] 812/1000 | Federated LoRA with Dropout: An Efficient and Overfitting Control Approach for LLM Fine-Tuning
[NO] 813/1000 | Multi-Datasets Learning for CT Image Generation From MR Image Using StarGAN v2
[NO] 814/1000 | Dynamic Access Control for Machine-Type Multibeam Satellite Communications
[NO] 815/1000 | SEMU: Concurrency-Optimized High-Performance Cache Management for Key-Value Caches
[NO] 816/1000 | Session Summary Podcast: Session 5: Workshop: The 1st Workshop on Holistic and Responsible Affective Intelligence
[NO] 817/1000 | Physics-Augmented Autoencoder-Based Cyber-Attack Detection for Critical Water Infrastructure
[NO] 818/1000 | Distributed Computing with Language Models at the Edge: A Framework and Prototype
[NO] 819/1000 | AutoTestForge: A Multidimensional Automated Testing Framework for Natural Language Processing Models
[NO] 820/1000 | A Sparse Constrained Optimization Method for Resolving Coincident Single-Cell Events in Microfluidic-Based Impedance Sensing
[NO] 821/1000 | Flowcut Switching: High-Performance Adaptive Routing With In-Order Delivery Guarantees
[NO] 822/1000 | Uniformity and Repeatability of the Electrical Performance of 4H-SiC Lateral CMOS Devices and Circuits After Postprocessing Annealing
[NO] 823/1000 | Psychophysical Detection Thresholds for Avatar’s Leading Standing-Up Motion
[NO] 824/1000 | Validation of Functional Electrical Stimulation Control Method with Dynamic Co-Contraction Modulation: Influence of Control Errors on Reaching Movements
[NO] 825/1000 | Unified Puma Optimizer and Adapted Unscented Kalman Filter for Lithium-Ion Battery SOC Estimation
[NO] 826/1000 | MCNet: A Dual Encoder Network Combining MedViT and CNN for Enhanced Epicardium Segmentation in CT Images
[NO] 827/1000 | Crosstalk Suppression in Small-Pitch High-energy Detector Arrays via Crosstalk Charge Extraction Structure
[NO] 828/1000 | A Simulation Optimization Framework for Traffic Signal Control Problem Using a DNN-Based Metamodel_supp1-3583158.docx
[NO] 829/1000 | Unified Granularity Controller for Interactive Segmentation_supp3-3642834.mp4
[NO] 830/1000 | A Novel Doppler Velocity Unfolding Technique for 94-GHz Cloud Profiling Radar: Application to Cloud Microphysics and Dynamics_supp1-3642915.pdf
[NO] 831/1000 | DFT-s-OFDM with Chirp Modulation
[NO] 832/1000 | Channel-Coherence-Adaptive Two-Stage Fully Digital Combining for mmWave MIMO Systems
[NO] 833/1000 | Polarization Reconfigurable Beamforming with Transformer-Based Deep Neural Network
[NO] 834/1000 | GCCE 2025 Committees
[NO] 835/1000 | Integrated Channel Estimation and Phase Optimization in RIS-Assisted MIMO Network: an End-to-End Deep Learning Approach
[NO] 836/1000 | Detection of Postural Deviations in Bowling and Evaluation of Performance Impact
[NO] 837/1000 | Implementation of Web Application for Visualization of Garbage Collection Status Using MQTT over WebSocket Secure
[NO] 838/1000 | NOMA-Enhanced Joint Beamforming and Resource Allocation for ISCC in Internet of Vehicles
[NO] 839/1000 | IEEE Sensors Council
[NO] 840/1000 | Multi-Agent Federated Learning using Covariance-Based Nearest Neighbor Gaussian Processes
[NO] 841/1000 | Distributed Long-Horizon Model Predictive Control for Capacitor Voltage Regulation in Cascaded H-Bridge Converters
[NO] 842/1000 | A Deep Learning Framework for Severity-Aware Fault Diagnosis in Industrial Suction Fans Using Multi-Modal Sensing
[NO] 843/1000 | Magnetic measurements of Fermilab rapid-cycling Booster gradient magnets
[NO] 844/1000 | Highly sensitive and selective room temperature ammonia gas sensor by novel MoS
                    <sub>2</sub>
                    /Ce
                    <sub>2</sub>
                    Sn
                    <sub>2</sub>
                    O
                    <sub>7</sub>
                    heterojunction
[NO] 845/1000 | Coincident Data Discovery Engine: A Portal for Global-Scale Cross-Platform Satellite Data Search
[NO] 846/1000 | Spatial Pattern Search through Language Models
[NO] 847/1000 | Bias Correction and Data Synthesis through Reflective LLM Collaboration
[NO] 848/1000 | Modeling and Control of Steam Flow for Municipal Solid Waste Incineration Processes
[NO] 849/1000 | SegFormer-Based Structural Analysis of Chum Salmon Scale Patterns from Replica Images
[NO] 850/1000 | LSTM Networks for Fine Gesture Classification
[NO] 851/1000 | Intent Based Networking for Service Management &amp; Orchestration of 5G Networks
[NO] 852/1000 | ICCE-Berlin 2025 Sponsors
[NO] 853/1000 | ICCE-Berlin 2025 TOC
[NO] 854/1000 | Skin Cancer Classification Using Deep Learning Techniques
[NO] 855/1000 | Think Fast, Infer Smart: A Hybrid Distributed LLMs Inference at the Wireless Edge
[NO] 856/1000 | Predicting Academic Performance: Machine Learning Insights into GPA Determinants
[NO] 857/1000 | Modular Architecture for Robustness Assessment in AI Using Smart Inference
[NO] 858/1000 | Large-Scale Federated Learning for Hybrid Cell-Free Massive MIMO and Visible Light Communication Systems
[NO] 859/1000 | Skeleton-based Fall Detection via Graph Convolutional Networks
[NO] 860/1000 | Age-Aware CSI Acquisition of a Finite-State Markovian Channel
[NO] 861/1000 | Automated Detection and Counting of Nematodes in Microscopy Images Using Advanced Object Detection Models
[NO] 862/1000 | MERMAID: a Multi-armEd bandit approach foR optiMal cArrier selection In OFDM-based unDerwater acoustic networks
[NO] 863/1000 | Safety considerations for electric vehicles in residential condominiums
[NO] 864/1000 | Towards Zero-Trust Green Security: Intelligent Interference Management and Rechargeable Jamming Mines in Ultra-Dense Networks
[NO] 865/1000 | Brain-Inspired Parallel Data Intelligence: a Generality-Specificity Fused Approach
[NO] 866/1000 | Iris Recognition with Selectively Denoising, Data Augmentation and CNNs
[NO] 867/1000 | HLM 2025 Awards Page
[NO] 868/1000 | The Impact of Contact Spot Proximity on the Validity of Greenwood’s Model
[NO] 869/1000 | Brain Rot Detection in Users: Analyzing Behavioral Insights from Large-Scale User Interactions
[NO] 870/1000 | Application of a Model-Driven OpenROADM System Based on NETCONF and RESTCONF in Data Center Interconnect
[NO] 871/1000 | Research on Fusion Positioning Weight Allocation Algorithm Based on Pearson Correlation Coefficient
[NO] 872/1000 | Toward Clinically Interpretable Postoperative Prediction: A Diffusion-Based Framework with Unsupervised Geometric Priors
[NO] 873/1000 | Intelligent Bandwidth Allocation Using Taguchi Optimization for Interference Mitigation in Multi-Station Wireless Networks
[NO] 874/1000 | Traffic Anomaly Analysis of IP Network Based on Kmeans and CART Model
[NO] 875/1000 | A Hybrid Method Combining Deep Learning and Interpretable Visual Features for Tongue Image Analysis in Traditional Chinese Medicine
[NO] 876/1000 | Coexistence Study Between GEO and LEO Satellites in the Q/V-Band
[NO] 877/1000 | Alternatives to Slip Rings - A Review
[NO] 878/1000 | Evaluation of Press-Fit Zone Performance Across PCB Surface Finishes like ENIG, Immersion Tin, Immersion Silver, and OSP
[NO] 879/1000 | REATA: An Efficient Vision Transformer Accelerator Featuring a Resource-Optimized Attention Design on Versal ACAP
[NO] 880/1000 | Bridging Technical Capability and User Accessibility: Off-grid Civilian Emergency Communication
[NO] 881/1000 | A Trigger for the Autonomous Decommissioning of Smart Devices
[NO] 882/1000 | Experimental Evaluation of a Power Thyristor-Based Industrial Arc-Flash Quenching Device
[YES] 883/1000 | Hypervisor-Mediated Co-Design of Cybersecurity and Functional Safety in Vehicle E/E Architectures: A Cross-Domain Assurance Framework
[NO] 884/1000 | An Explainable AI Framework for Intrusion Detection Using SHAP and LIME
[NO] 885/1000 | SHIELD: A Codebook-Based Methodology for RIS-Based Covert Communications
[NO] 886/1000 | FPGA-based real-time image tampering detection system for edge computing
[NO] 887/1000 | Performance Evaluation of Scripting Languages on IoT Programming Solutions
[NO] 888/1000 | State of the Art and First Synthetic Dataset for Misbehavior Detection with Collective Perception in [C-]V2X Networks
                    <sup>*</sup>
[NO] 889/1000 | AI Assisted Consumer Slicing
[NO] 890/1000 | A Degradation-Enhanced Battery Remaining Useful Life Prediction Framework Based on Auxiliary Learning
[NO] 891/1000 | Stimulus Timing Strategies for Practical Auditory BCI Using Low-Cost EEG Devices
[NO] 892/1000 | Data Imputation using Machine Learning for Enhanced Predictive Modeling
[NO] 893/1000 | On the Mutual Information of Large Stacked Intelligent Metasurfaces Based on Statistical CSI
[NO] 894/1000 | Field Task Optimization Based on IoT Data
[NO] 895/1000 | Improving DDoS Attack Detection via DNN and SHAP-based Feature Selection in Transfer Learning
[NO] 896/1000 | Blockchain-Based Multi-Party Key Generation Using CSI: A Novel Hybrid Method
[NO] 897/1000 | Optimizing Deployment and Partitioning Strategies for Aerial RIS-aided Uplink NOMA under Residual Hardware Impairments
[NO] 898/1000 | Fire Inspection Drone with Laser Spatial Marking
[NO] 899/1000 | Enhancing Continuous Emotion Recognition via Visually Diverse Frame Selection
[NO] 900/1000 | A Blockchain-based DDoS Attack Mitigation Framework for Mission-critical IIoT Environments
[NO] 901/1000 | FedMapTCS: Communication-Efficient FL Framework with Iterative Magnitude-Based Pruning and Time-Correlated Sparsification
[NO] 902/1000 | LLMs-based Utterance Class Prediction for Training an Intake Interviewer Agent
[NO] 903/1000 | Railway Switch Health Monitoring Using Machine Learning and Audio Fusion Features
[NO] 904/1000 | Mini-LEDNet Image Enhancement Network for Mini-LED Application
[NO] 905/1000 | Designing for Clarity : Real-Time Collaboration Tools for Interdisciplinary Healthcare Teams
[NO] 906/1000 | Optimized Satellite Participation in Federated Learning over LEO Constellation Networks
[NO] 907/1000 | Anti-Interference RIS-Aided Positioning Method Based on PSO Algorithm
[NO] 908/1000 | HLM 2025 Awards Page
[NO] 909/1000 | Uncapped photovoltaic connectors – a combined field and chamber study to verify and elucidate degradation
[NO] 910/1000 | Semi-Coherent Detection of Long Range (LoRa) Modulation over Multipath Channels
[NO] 911/1000 | Beam Misalignment Fading in THz D2D ISAC: From Communication to Sensing
[NO] 912/1000 | Transferring Vision-Language-Action Models to Industry Applications: Architectures, Performance, and Challenges
[NO] 913/1000 | A Double-Covertness Design for Integrated Sensing and Communication Systems
[NO] 914/1000 | Estimation of Human Motion Using Digital Twin for Safety Assessment
[NO] 915/1000 | Author Index
[NO] 916/1000 | Conference Speakers
[NO] 917/1000 | Actionable Extension of Permittivity Operational Range in Liquid Crystal Coaxial Phase Shifters
[NO] 918/1000 | MapLibre Tile: A Next Generation Vector Tile Format
[NO] 919/1000 | M3: Recommendation via Attention-Graph Cluster Q-Learning with Multi-Scale Spatial Heterogeneity for Multi-Purpose, Multi-Stakeholder Green Attractions in Transportation
[NO] 920/1000 | AutoTracker: A Traffic Sign Change Detection System
[NO] 921/1000 | RailEstate: An Interactive System for Metro Linked Property Trends
[NO] 922/1000 | Automated Robotics Peeling Platform for the Interfacial Adhesion Characterization of Micro-scale Free Elementary Bio-based Fibers_supp1-3643338.mp4
[NO] 923/1000 | Enhanced Recursive Multi-step Current Prediction of Satellite Solar Arrays Based on Operating Mode Perception
[NO] 924/1000 | Efficient Detection of Non-homogeneous Samples in STAP via a Re-parameterized Deep Neural Network
[NO] 925/1000 | A MTTFF Oriented Optimization to Guarantee Reliable Inference of Distributed Deep Systems in Industrial IoT Systems
[NO] 926/1000 | On the Brillouin Zones of Glide-Symmetric Structures_supp1-3640356.pdf
[NO] 927/1000 | Information Value-Driven Benefit Evaluation Method for Wide-Area Renewable Power Generation System Planning_supp1-3617333.pdf
[NO] 928/1000 | UZSDD: Universal Zero-shot Deepfake Detection via Domain-Invariant Meta-Learning_supp1-3642749.pdf
[NO] 929/1000 | Enhancing Neurological Examination Education with a VR-Based Cranial Nerve Training System
[NO] 930/1000 | Co-Seg++: Mutual Prompt-Guided Collaborative Learning for Versatile Medical Segmentation
[NO] 931/1000 | Differentiable Forward and Back-Projector for Rigid Motion Estimation in X-ray Imaging
[NO] 932/1000 | DanceAgent: Dance Movement Refinement with LLM Agent_supp1-3642740.mp4
[NO] 933/1000 | Speed and Direction as two Overlapping Rhythms: Accuracy and Precision in Interpretation and Performance
[NO] 934/1000 | I am the Ball
[NO] 935/1000 | Transformer-Based Shared Embedding for Multiple Access in Semantic Communications
[NO] 936/1000 | An Interpretable Photovoltaic Scenario Generation Method Based on RMT-Enhanced WGAN Considering Physical Constraints
[NO] 937/1000 | Hybrid Deep Learning Models for Remote Sensing Image Processing
[NO] 938/1000 | Diverse Semantic Image Editing With Style Codes
[NO] 939/1000 | Stability Analysis of DC Microgrids under Distributed Control Considering Converter Dynamics
[NO] 940/1000 | Tensor-Based Privacy-Aware Driving Route Navigation Based on Cloud-Fog-Edge Calculative User-Vehicle-Road Preferences
[NO] 941/1000 | GRaD-Nav++: Vision-Language Model Enabled Visual Drone igation with aussian diance Fields and ifferentiable Dynamics_supp1-3643290.mp4
[NO] 942/1000 | OCT Imaging for Pose Estimation and Feedback Control of an Articulated Magnetic Surgical Tool_supp1-3643300.mp4
[NO] 943/1000 | Unified Granularity Controller for Interactive Segmentation_supp1-3642834.pdf
[NO] 944/1000 | Exponential Consensus of Multiagent System Using Sampled-Data Control Based on a Novel Order-Reduction Approach
[NO] 945/1000 | Learning-based Spatial Interpolation For Sparse Space Altimetry Measurements
[NO] 946/1000 | Spatial-Spectral Transformer with Patch-Local Mixed-Axis 2D Rotary Position Embedding for Hyperspectral Image Classification
[NO] 947/1000 | Hemodialysis quality assessment and feedback mechanism construction for nursing behavior data
[NO] 948/1000 | Energy-based Kinematic Analysis on Magnetic Soft Continuum Robot with Asymmetric Magnetization_supp1-3643268.mp4
[NO] 949/1000 | BERT-based Human Mobility Prediction with Enhanced Features, Data Augmentation, and Epoch-wise Ensemble
[NO] 950/1000 | Learning Individual Movement Shifts After Urban Disruptions with Social Infrastructure Reliance
[NO] 951/1000 | An image embedding-based approach for classifying street networks
[NO] 952/1000 | End-to-end raw scalable raster processing with customized pipeline and foundation model integration
[NO] 953/1000 | Designing a Contextual Distractor for Impossible Space: A Study on User Awareness in Redirected Walking
