[2025-12-26 09:12:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-25
正在获取论文...
[IEEE] 2025-12-25 | ITIS 2025 Cover Page
[NO] 870/1000 | Parameter Determination for the Double-Layer Capacitor (DLC) Characterization of the Supercapacitor in the Microgrid Laboratory at the University of Cuenca
[NO] 871/1000 | In Memoriam Arend van Roggen (1928–2025)
[NO] 872/1000 | Diagnosing Logistics Companies Using Digital Tools: A Descriptive Analysis of Machine Learning Approaches and their Impact on Professional Practice
[NO] 873/1000 | Evaluation of a Telemedicine Tool for the Training of Rotating Interns
[NO] 874/1000 | A Multi-Method Sensitivity Framework for LCOE Under Uncertainty: Combining Monte Carlo, Pareto Frontier, and Contour Maps
[NO] 875/1000 | Content-Based Recommendation System for Building Materials using IndoBERT and Word2Vec
[NO] 876/1000 | CNN Architectures for Multi-Crop Leaf Disease Classification Using a Merged Dataset
[NO] 877/1000 | Optimizing E-Commerce User Experiences: Investigating Chatbot Effectiveness and Behavioral Intention Through the Technology Acceptance Model
[NO] 878/1000 | A Centralized-Distributed Hybrid Control Scheme for Voltage Control in Active Distribution Networks With High Renewable Penetration
[NO] 879/1000 | On minimax empirical Bayes predictive densities
[NO] 880/1000 | AoI-Driven Cooperative Energy Transfer and Data Collection for Multi-UAV Low-Altitude Economy Networks
[NO] 881/1000 | Heterogeneous Multirobot Team: Maritime Inspection and Intervention in Global Navigation Satellite System-Denied Scenarios_supp1-3639792.mp4
[NO] 882/1000 | CIEES 2025 Copyright Page
[NO] 883/1000 | IEEE VTS Upcoming Conferences
[NO] 884/1000 | Speed Ripple Suppression of Hub Motor Based on ADRC with Differential Compensation Extended State Observer
[NO] 885/1000 | Flame Retardancy and Thermal Performance of Rare Earth Oxide Doped Silicone Rubber Nanocomposites
[NO] 886/1000 | Topological Design and Optimization of ISLs in LEO Constellations Using Covering Space and Generator
[NO] 887/1000 | Enhancing Personal Healthcare through AI-Driven DNA Analysis and Public Health Data Integration
[NO] 888/1000 | A Weighted Soft Voting Approach for Classifying User Comments on Social Welfare Applications
[NO] 889/1000 | Faster R-CNN and U-Net Based Image Recognition to Classify Rice Plants Health
[YES] 890/1000 | Interruptions and Recovery: Leveraging Dynamic Code History in Development
[NO] 891/1000 | GPC-Based Governor Control for Hydroelectric Turbines Under Resource Constraints: Comparative Evaluation and Practical Implications
[NO] 892/1000 | Technology-Mediated Collaborative Strategies Among Online University Students
[NO] 893/1000 | Designing a Rapid-Implementation Visual System for a Child with Autism
[NO] 894/1000 | Digital Evaluation of Wheаt Plants Chlorophyll using Machine Learning Techniques and Regression Models
[NO] 895/1000 | Quick Sort for Real-Time Cybersecurity Analytics: Efficiency Gains, Implementation Risks, and Optimization Framework
[NO] 896/1000 | Color Ergonomic Strategies for Age-Responsive Design
[YES] 897/1000 | The Design Space of LLM-Based AI Coding Assistants: An Analysis of 90 Systems in Academia and Industry
[YES] 898/1000 | HiLDE: Intentional Code Generation via Human-in-the-Loop Decoding
[NO] 899/1000 | Feasibility Analysis of Hovercraft as a Sustainable Consumer Vehicle: A Systematic Review
[NO] 900/1000 | IoT Based Plant Monitoring using Solar and LoRa Technology
[NO] 901/1000 | From "Here" to Nearby: A Python-Spring Boot Pipeline for Smartphone Geolocation, Reverse Geocoding, and Real-Time Place Discovery in Web GIS
[NO] 902/1000 | Impact of Apricot Shell on Zein - Based Biocomposites Processed by Extrusion and Injection Molding
[NO] 903/1000 | Strategies to Increase Knowledge Sharing Intention on Waste Management Knowledge: Online Minimalist Community in Indonesia
[NO] 904/1000 | Faster R-CNN for Detection of Ventricular Septal Defect in Pediatric Cardiac Ultrasound Videos using Parasternal View
[NO] 905/1000 | Innovation of Intelligent Systems for Classifying Non-Cancerous Skin Diseases using Convolutional Neural Network Method with YOLOv12 Architecture
[NO] 906/1000 | From Vertices to Convex Hulls: Certifying Set-Wise Compatibility for CBF Constraints
[NO] 907/1000 | GUDR-Net-Based MMF Wavemeters for High-Resolution Wavelength Prediction Across the Full C-band
[NO] 908/1000 | Last-Mile Maritime Communications Using Intelligent Reflecting Surfaces Under Sea Wave Fluctuations and Doppler Effects
[NO] 909/1000 | A MPI-based Parallel HIE-FDTD/TDPO Hybrid Method
[NO] 910/1000 | Coffer: An Efficient and Scalable TEE on RISC-V
[NO] 911/1000 | Quantum Communication: Will It Define Beyond-6G Technologies? [From the Editor]
[NO] 912/1000 | TTG-U-Net: An Interpretable and Efficient Framework for Multi-Modal Brain Tumor Segmentation Enabling Clinically-Aligned Decision Support
[NO] 913/1000 | Thermoelectric-Driven Conduction Mechanisms of Carbon-Ceramic Closing Resistors in Circuit Breakers Under Pulsed-Energy Injection
[NO] 914/1000 | Wavelet-based tremor quantification from wrist-worn sensor data in home-dwelling people with Parkinson’s disease
[NO] 915/1000 | A Quadrilateral Current-based ZVS Scheme for the Cascaded-Parallel Motor-Emulator Converter
[NO] 916/1000 | FE Analysis Considering Magnetic Domain Wall Movements and its Applications on Dynamic Loss Simulation of GO Silicon Steels
[NO] 917/1000 | Towards Open-World Spectral Super-Resolution with Solution and Frequency Decomposition
[NO] 918/1000 | C4D 2025 Commentary
[NO] 919/1000 | CIEES 2025 Cover Page
[NO] 920/1000 | ETCM 2025 Keyword Index
[NO] 921/1000 | Short-Term Active Power Forecasting in a Photovoltaic Plant Using TiDE and LSTM Models
[NO] 922/1000 | Reducing grid dependence in a university building: Design and feasibility of grid-connected renewable energy systems
[NO] 923/1000 | Fuzzy Collaborative Urban Planning Recommendation System and Stakeholder Management
[NO] 924/1000 | Modeling a PV System Connected to the Grid using Optimal Direct Power Control (ODPC) with ATP-EMTP and ATPDraw
[NO] 925/1000 | Development of a Feeding System for Part Vetka
[NO] 926/1000 | Model to Increase On-Time Delivery Using Predictive Maintenance 4.0, SMED, and SLP With Digital Support in a Metalworking Company
[NO] 927/1000 | Analysis of the Low Waste Recycling Rate in a District of Lima, Peru through Supply Chain Management and Integrated Waste Management
[NO] 928/1000 | Analysing Internet of Things and Cybersecurity Impact in the Namibia Mining Industry
[NO] 929/1000 | Application of neural networks to estimate the emission of polluting gases in relation to the gasoline consumption of light vehicles circulating in Metropolitan Lima, Peru
[NO] 930/1000 | Design of Website-Based Subcontractor Performance Report Information System with Design Thinking Method
[YES] 931/1000 | AI Chatbot Adoption in Programming Education: An Extended TAM2 with Cybersecurity and Academic Expectations
[NO] 932/1000 | Minimizing Packaging Boxes in Online Retail Fulfillment Using Multi-Strategy Heuristics and Extreme-Point Based 3D Bin Packing
[NO] 933/1000 | Main Electrical Requirements and Their Implementations to Achieve the Decarbonation of The Cement Plants
[NO] 934/1000 | Urban Vehicle Emission Modeling using Machine Learning with OBD/GPS Data and comparison with IVE and EURO 6 Standards
[NO] 935/1000 | Probabilistic Cyber Threat Modelling for Remote Commands of System Integrity Protection Scheme
[NO] 936/1000 | A Multidimensional Approach to Assessing the Progress of IT's Success in the Process of Digitalization
[NO] 937/1000 | Bidirectional Step-Down/Step-Up DC/DC Converter with Two Selectable Energy Sources – Computer Investigation
[NO] 938/1000 | Comparison of Geoinformatics Tools for Hydrological Modeling of Floods
[NO] 939/1000 | Dynamite: Real-Time Debriefing Slide Authoring through AI-Enhanced Multimodal Interaction
[NO] 940/1000 | Systematic Mapping of Mobile Technologies for the Promotion of Local Tourism
[NO] 941/1000 | Social Incentive and Solution Reliability: Evidence from Crowdsourcing Competitions
[NO] 942/1000 | Optimizing the
                    <i>p-</i>
                    Type Conductivity of Sub-10-nm NiO
                    <i>
                      <sub>x</sub>
                    </i>
                    Films, for Improved Device Characteristics, Ultra-Low Gate Leakage and High Threshold-Voltage Shift of Oxide-Gated GaN/AlGaN HEMTs
[NO] 943/1000 | Cooperative Stochastic MPC Under Hard Input Constraints and Event-Triggered Communication
[NO] 944/1000 | A Unified Convergence Analysis of Decentralized Federated Learning at the Edge
[NO] 945/1000 | Leveraging Simultaneous Usage of Edge GPU Hardware Engines for Video Face Detection and Recognition
[NO] 946/1000 | A Thermal and System Analysis of SoC-Memory 3D Stacking using Massive Orthogonal Stacking Assembly
[NO] 947/1000 | A Stochastic Geometric Analysis on Multi-Cell Pinching-Antenna Systems Under Blockage Effect
[NO] 948/1000 | Reliability Study of AlInGaAs Strained Multi Quantum Well O-band Laser Source
[NO] 949/1000 | ETCM 2025 Editors
[NO] 950/1000 | Polarization Controlled Dual-Polarized MIMO Antenna With Enhanced Isolation for Full-Duplex WBANs
[NO] 951/1000 | A Self-Alignment Method for Vehicle-Mounted MEMS IMU
[NO] 952/1000 | 2025 4th International Conference on Smart Cities, Automation &amp;amp; Intelligent Computing Systems (ICON-SONICS)
[NO] 953/1000 | 2025 IEEE 11th Information Technology International Seminar (ITIS)
[NO] 954/1000 | Program Committee
[NO] 955/1000 | ICON-SONICS 2025 Breaker Page
[NO] 956/1000 | Inspecting Offline Handwritten Signature Intra-Variation Over Time: An Empirical Study
[NO] 957/1000 | MSDA-Net: Multi-source Domain Adaptive Network for Multi-modal Emotion Recognition
[NO] 958/1000 | An Ensemble Forecasting Approach for Dynamic Allocation in Collective Self-Consumption Schemes
[NO] 959/1000 | Decision Making System for Image Filtering Algorithms Based on MCDM and Artificial Intelligent
[YES] 960/1000 | A Type Language for Blockly
[NO] 961/1000 | Affordances of Sketched Notations for Multimodal UI Design and Development Tools
[NO] 962/1000 | Comparative Analysis of Microstructure and Mechanical Properties of Welded Joints in HSLA Steels ASTM A1011 and ASTM A500: Implications for Legal Liability and Regulatory Compliance
[NO] 963/1000 | Development of an Autonomous and Adaptive Wheelchair for Navigating Urban Sidewalks
[NO] 964/1000 | Implementation and validation of a clinical decision support system for quantifying plantar contact areas in podiatry
[NO] 965/1000 | Ontology-driven Feature Engineering For Machine Learning
[NO] 966/1000 | Transformer Model Benchmarking for DomainSpecific NLP: Insights from Cultural Heritage and History Texts
[NO] 967/1000 | From Simulation to Reality: A Digital Twin Implementation of a 4-DOF Robotic Manipulator
[NO] 968/1000 | A Comparative Study of Deep Learning Approaches for Apple Leaf Disease Classification
[NO] 969/1000 | Minimizing E-commerce Order Cancellation Cost Using Shap-based Explainable XGBoost
[NO] 970/1000 | A Paradigm for the Application of Generative Machines in the Educational Domain in the Context of Bloom's Revised Taxonomy
[NO] 971/1000 | Self-generation of industrial energy in Ecuador Regulatory, technical, and strategic perspectives for the energy transition.
[NO] 972/1000 | Hybrid Intelligence as a Tool for Managing Sustainable Innovations in Industrial and Energy Systems
[YES] 973/1000 | The Prompt–Refactor–Verify (PRV) Cycle: A Human-Centered Framework for AI-Assisted Programming
[NO] 974/1000 | Application of the Ant Colony Optimization algorithm (ACO) in urban route optimization: an in silico case study
[NO] 975/1000 | Benchmarking Web Security for Countries in the Black Sea Region
[NO] 976/1000 | The Application of Big Data Analytics in the Retail Sector: A Comparative Study of European Union Member States
[NO] 977/1000 | Spice Modeling of CA100 Rechargeable Lithium Iron Phosphate Battery for Opel Corsa Converted Electric Vehicle
[YES] 978/1000 | Codigen: Enhancing Personalized Programming Education with Visual Authoring and LLMs
[NO] 979/1000 | A Conceptual Framework for Integrating IoT, Artificial Intelligence and Blockchain in Smart Agriculture
[NO] 980/1000 | Hybrid Heuristic Method for Optimal Transmission Switching with Greedy Pre-Filtering
[NO] 981/1000 | Study of Combined Heat and Power Integrated Carbon Capture and Compression at an Existing Cement Manufacturing Facility
[NO] 982/1000 | Improving Dysarthria Assessment Through Voice Conversion in Low-Resource Settings
[NO] 983/1000 | IntelliGrow: Image processing with IoT alert for pests and diseases classification in chili plant
[NO] 984/1000 | Research on the Influence of Air Temperature and Physiological Work Mode on the Efficiency of Occupational Safety in the Sewing Industry
[NO] 985/1000 | Topics Model in Political Communication on Social Media for NTB Governor Election
[NO] 986/1000 | A Strategic Management Model for Renewable Energy SMEs in the Context of Ecuador’s Energy Matrix Transformation
[NO] 987/1000 | A Real-Time UAV Surveillance System with Fine-Tuned YOLO Models: Comparative Analysis of Vehicle and Pedestrian Detection
[NO] 988/1000 | Model to Increase Inventory Turnover in a Vehicle Dealership Through Economic Order Quantity, Winters Forecasting, Warehouse Management and Material Planning with a Sustainable Approach
[NO] 989/1000 | Collaborator Selection and Paths to Enhance Exploratory Innovation: Should Inventor Collaboration Seek Common Ground or Preserve Differences?
[NO] 990/1000 | Low-Resource FPGA Implementation of DWPT for Power Quality Indices Estimation Using MAC-Based Wavelet Filters
[NO] 991/1000 | Fault Diagnosis Method for Single-Phase-to-Ground Faults Based on Phase-to-Phase Current Fault Components in Distribution Networks
[NO] 992/1000 | State-Triggered Fault-Tolerant Control Strategy for Performance Recovery in Nonlinear Interconnected Systems
[NO] 993/1000 | Table of Contents
[NO] 994/1000 | Semantic Covert Communication: Concealing Sensitive Image Information via Covertness-Oriented Artificial Noise
[NO] 995/1000 | From Time Series to Images: A GAF-ResNet-LSTM Framework for Asset Selection and Portfolio Optimization
[NO] 996/1000 | Digital Transformation, CEO Career Concerns, and Enterprise Green Mergers and Acquisitions_supp1-3647692.docx
[NO] 997/1000 | Cascade PID—FOPID Control with Single Sensor: Application to the EPC Educational Plant
