[2025-12-03 09:14:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-02
正在获取论文...
[arXiv] 2025-12-02 | On the ellipticity of the higher rank numerical range
[NO] 1227/1756 | Reduced Order Modelling of Hybrid Power Plant Using Differentiation and Routh Array
[NO] 1228/1756 | A Predictive Analysis of lap time in Formula 1 using Machine Learning
[NO] 1229/1756 | ORCHID: Tessellation-Based Cylindrical Deployment Protocol for Energy-Efficient Coverage in Three-Dimensional Wireless Sensor Networks
[NO] 1230/1756 | Efficient Privacy-Preserving Record Linkage Method Based on Attribute Encryption
[NO] 1231/1756 | Lossless and Scalable Secret Image Sharing with Extended Bit-Depth Support using Polynomial Interpolation
[NO] 1232/1756 | Secure V2P Risk Prediction: A Decentralized Federated Deep Learning Approach
[NO] 1233/1756 | Coherent Vibration Measurement Using a Fabry-Pérot Mode Locked Laser Diodes
[NO] 1234/1756 | Cross-Modal Transformer-Based Tri-Modal Joint Representation Learning Model for Evaluating Toastmasters Public Speaking Skills
[NO] 1235/1756 | Site Suitability Analysis for Optimal EV Charging Station Deployment
[NO] 1236/1756 | Hybrid Ensemble Learning Model for Fraud Detection in Ethereum Transactions
[NO] 1237/1756 | Assessment of Factors Influencing Consumer Behaviour in Electric Vehicle Adoption in India
[NO] 1238/1756 | Optimization of a Smart Campus System Based on Data Visualization Concepts
[NO] 1239/1756 | Deep Learning-Based Classification of Brain Tumors in MRI Using CNNs and Transfer Learning
[NO] 1240/1756 | Noise-aware Speech Separation Based on Dual-Path RNN Model
[NO] 1241/1756 | Ensuring Fair Credit Access with Algorithmic Transparency
[NO] 1242/1756 | Enhancing UAV Communication Security Through HSM-Based Cryptographic Key Protection
[NO] 1243/1756 | A Simplified Approach of Capacitor Sizing in FC-MLC for Wind Turbine based Smart Grid
[NO] 1244/1756 | Simulation Analysis of Thermal Environment in Learning Areas Based on the Climate of Cold Regions
[NO] 1245/1756 | Neural Network-Based Optimization of Radiant Heat for Three-Layer Glass
[NO] 1246/1756 | Energy-Aware Deep Neural Networks with Intelligent Adaptive Inference for Sustainable IoT Deployments
[NO] 1247/1756 | Secure Cloud-Based Encryption Scheme for User Access Control with Revocation and Searchability
[NO] 1248/1756 | NA-AEKF: A NLOS-Aware Adaptive Extended Kalman Filter for Robust Indoor Localization
[NO] 1249/1756 | Optimal positioning method for books on high-density bookshelves based on YOLOv7
[NO] 1250/1756 | PneuNet: A Compact Deep CNN Architecture for Pneumonia Classification in Chest Radiographs
[NO] 1251/1756 | Physics-Informed Adaptive Attention Mechanism for Multi-Type Battery Health State Prediction
[NO] 1252/1756 | Design and Control of Self Adjusting PID controller using Support Vector Machine Technique
[NO] 1253/1756 | RASE-SQUNO: Relation-Aware Single Q-Network with Uncertainty-guided Exploration
[NO] 1254/1756 | Research on the Energy Storage Capacity Substitution Effect of Electric Vehicle V2G in Industrial Parks Based on Monte Carlo Simulation
[NO] 1255/1756 | A Non-Isolated Switched capacitor- inductor based Modified Quadratic boost Converter
[NO] 1256/1756 | Optimized Data Gathering in WSNs Using Multi-Fold Gravitational Search Algorithm with Mobile Agent Integration
[NO] 1257/1756 | EMAT-Net: An Efficient Morphology-Aware Transformer Network for Alzheimer’s Disease Diagnosis with Limited Data
[NO] 1258/1756 | Design and Implementation of Four-channel DC Output AC-DC-DC Power Supply for Unmanned Aerial Vehicle Launch Vehicle
[NO] 1259/1756 | Mission-Driven Embedded Autonomy and Control Software Development: Digital Engineering Approaches to Bridge the Gap
[NO] 1260/1756 | Differential-Linear Cryptanalysis of Block Cipher uBlock
[NO] 1261/1756 | Power Quality Enhancement of Weak Grid by UVT Theory-Based PV-DSTATCOM
[NO] 1262/1756 | Improvement in power sharing performance in an AC microgrid through PI controller approach under different load condition
[NO] 1263/1756 | A Novel Framework for Focal EEG Classification Using Hybrid 2D Visualizations and Signal-Level Features
[NO] 1264/1756 | A Surface Plasmon Resonance Gas Sensor Leveraging BP and MXene for Enhanced Sensitivity
[NO] 1265/1756 | Brand-Level Sentiment Analysis in the Telecom Domain Using Large Language Models
[NO] 1266/1756 | A Discrete Luenberger Observer-based State of Charge Estimation for BMS Under Dynamic Load Condition
[NO] 1267/1756 | Enhanced Detection of Intermittent Primary User Signals for Cognitive Radio-IoT Networks with Markov-Chain Modeled BPSK
[NO] 1268/1756 | The Impact of Digital Reconstruction of Shanxi Scenes in Black Myth: Wukong on Players' Travel Intentions
[NO] 1269/1756 | Automated Water Treatment Plant Using Schneider PLC with SCADA Interface
[NO] 1270/1756 | AI-Powered UI Generation: Evaluating Interactive Design Paradigms with Vision-Language Models
[NO] 1271/1756 | Golf Ball Collecting Robot for Driving Ranges
[NO] 1272/1756 | BAT-TEC: Battery Anomaly Tracking via Time Delay Embedding Features Clustering
[NO] 1273/1756 | Multi-source Meteorological Data Fusion Modeling Based on Spatiotemporal Transformer
[NO] 1274/1756 | Iris Recognition Using Machine Learning Technique
[NO] 1275/1756 | An Efficient Approach for Glaucoma Detection Using Deep Learning
[NO] 1276/1756 | Research and Application of a Genetic Algorithm-Based Open-Loop Online Optimization Model for Refining and Petrochemical Production
[NO] 1277/1756 | Efficient Methods for Achieving Data Coverage in Machine Learning Assurance
[NO] 1278/1756 | From ODD to Data: An End-to-End Toolchain for Synthetic Data Generation – A Case Study on AI-Based Runway Detection
[NO] 1279/1756 | Synchrophasor Technology for Situational Awareness in Microgrid Integrated Renewable Energy Powered Electric Vehicle Charging Stations (EVCS)
[NO] 1280/1756 | Material Choice for Artificial Insect Wing Design by Mimicking Natural Insect Wings
[NO] 1281/1756 | Workflow Optimization of Landscape Design Based on Generative Artificial Intelligence
[NO] 1282/1756 | Enhancing Sentiment Analysis Accuracy in Multi-Brand Cosmetic Reviews through Optimized Machine Learning Techniques
[NO] 1283/1756 | Generating and Understanding Large Datasets of Social Contact Patterns from Foot-Traffic Data
[NO] 1284/1756 | Beyond Access: A Comparative Study of Audio and Braille Modalities in Supporting Independent Comprehension Among Blind Learners
[NO] 1285/1756 | Design and Evaluation of a Multimodal Elevator System with Gaze and Multilingual Voice Controls
[NO] 1286/1756 | Choco Stack: An experiment on Gamification of the Tower of London cognitive task
[NO] 1287/1756 | Self-Supervised T-GCN for Detection of Disturbance and Propagation in Power Grid
[NO] 1288/1756 | Deciphering One-Shot Federated Learning: The Pivotal Role of Pretrained Models
[NO] 1289/1756 | Quantifying Narrative Structure Using Word Embeddings in Fiction Text
[NO] 1290/1756 | International Steering Committee
[NO] 1291/1756 | Copyright Page
[NO] 1292/1756 | Invited Speakers
[NO] 1293/1756 | Table of Content
[NO] 1294/1756 | The Added Value of Cascaded Plane Wave Imaging for Autocorrelation- and Cross-Correlation-based Velocity Vector Imaging
[NO] 1295/1756 | UaBMA-OLPP: A Novel Manifold-Inspired Technique for sEMG-based Hand Movement and Object Grasp Recognition_supp1-3637058.pdf
[NO] 1296/1756 | Track Optimization and Matching with Learnable Modules for LMB-based Distributed Resolvable Group Target Tracking
[NO] 1297/1756 | Table of Contents
[NO] 1298/1756 | Quantitative Evaluation of Repeatability in Medical Microwave Imaging: A Systematic Review_supp1-3638248.pdf
[NO] 1299/1756 | Deep Tabular Representation Corrector_supp1-3637810.pdf
[NO] 1300/1756 | Attacks and Detections in Recommender Systems: A Comprehensive Analysis for Models, Progresses, and Trends
[NO] 1301/1756 | AI4IM 2026
[NO] 1302/1756 | BlinkBud: Detecting Hazards from Behind via Sampled Monocular 3D Detection on a Single Earbud
[NO] 1303/1756 | Moving-Press: Pressure-based Moving Phantom Sensation for Immersive VR Hand Interaction
[NO] 1304/1756 | A Review of Behavioral Closed-Loop Paradigm from Sensing to Intervention for Ingestion Health
[NO] 1305/1756 | Anomalies In The Depths: Evaluating Unsupervised Anomaly Detection on Real-World Unlabelled Data. A Case Study on Autonomous Ocean Gliders
[NO] 1306/1756 | Conference Proceedings
[NO] 1307/1756 | Waves Excitation in a Waveguide Filled With Inhomogeneous Magnetized Movable Plasma
[NO] 1308/1756 | Holographic Metasurface Based Modulation for Energy Efficient LEO Satellite Communication
[NO] 1309/1756 | Modeling Evolutionary Processes in Biological Systems with Machine Learning
[NO] 1310/1756 | A Comprehensive Review of Dual Input Hybrid Converters for EV Battery Charging Applications
[YES] 1311/1756 | An Open-Source Structural Coverage Tool for DO-178C Compliance
[NO] 1312/1756 | Wavelet Packet Decomposition and Random Forest for Efficient Fault Detection in PV Arrays
[NO] 1313/1756 | Open Sky, Open Threats: Replay Attacks in Space Launch and Re-Entry Phases
[NO] 1314/1756 | Physics-Based “Realism Checks” for Ai Generated Synthetic Flight Tracks
[NO] 1315/1756 | Multi-Modal Semantic Communication Systems for Sustainability: A Comprehensive Survey
[NO] 1316/1756 | High-Performance Hearing Aid with Advanced Piezoelectric Bone Conduction
[NO] 1317/1756 | Full-Duplex Non-Orthogonal Multiple Access in Relay-Assisted Power Line Communication
[NO] 1318/1756 | Design and Evaluation of an Orchestrated E2E Cloud-Native Mobile Network with O-RAN
[NO] 1319/1756 | Investigation of Secure Division Algorithms in Privacy-Preserving Graph Neural Networks
[NO] 1320/1756 | Federated Learning for Activity Recognition and Face Mask Detection on Edge AI Infrastructure
[NO] 1321/1756 | Network Simulation for Future Distributed Aircraft Cabin Platforms
[NO] 1322/1756 | Distributed Resource Allocation and Application Deployment in Mesh Edge Networks
[NO] 1323/1756 | Mechanical Performance of Arranged Multilayer Inspired by Sagra Femorata Purpurea Lichtenstein Beetle Elytra
[NO] 1324/1756 | TiO
                    <sub>2</sub>
                    Nanoparticle Synthesis in Si/Pyrex Microreactor
[NO] 1325/1756 | Analysis of the Group Blasting Accident of High-Voltage Parallel Capacitor Bank Fuses
[NO] 1326/1756 | Model Predictive Current Control of Induction Motor Drives Integrated with Rotor Speed Estimator
[NO] 1327/1756 | A Short-Term Passenger Flow Forecasting Algorithm for Airports Based on Improved Back Propagation Neural Network
[NO] 1328/1756 | Unlocking Industrial Decarbonization: The Imperative of Operational Flexibility
[YES] 1329/1756 | Enhancing Web Security Through Machine Learning-Based Feature Selection for Cross-Site Scripting (XSS) Attacks Classification
[NO] 1330/1756 | LSTM and CNN based Speech Emotion Recognition a New Paradigm in Deep Learning
[NO] 1331/1756 | An Innovative Design Framework for the Manchu Cultural Industry Driven by Digital Twin Technology
[YES] 1332/1756 | Coverage-Driven Verification of Ethernet MAC Using System Verilog and UVM
[NO] 1333/1756 | Size-Based Sorting Yeast Cells Separation via Optically Induced Dielectrophoretic Virtual Channel
[NO] 1334/1756 | Explainable AI and Edge AI Integration for Hand Gesture Recognition in Industrial Robotics
[NO] 1335/1756 | Enhancing Image Restoration with Quantum-Integrated Contrastive Adversarial Networks
[NO] 1336/1756 | Analysis of Martingale Strategy in Quantitative Trading Market Based on BiLSTM-Attention Model
[NO] 1337/1756 | Remnant Life Estimation of High-Voltage Transformers using TOPSIS
[NO] 1338/1756 | Multi-scale MEG Channel Selection and Schizophrenia Recognition
[NO] 1339/1756 | Research on recommendation system algorithm based on graph neural network
[NO] 1340/1756 | Alleviating Sub-Synchronous Oscillations In A DFIG-Based WPP Using a Damping Controller
[YES] 1341/1756 | Assessing the capabilities of MBERT And Flan-T5 in detecting of multilingual suspicious messages
[NO] 1342/1756 | Estimation of Target Vehicle Attitude Parameters from LiDaR Data for Defining Platform Stability in the Ego Vehicle
[NO] 1343/1756 | Research on identification method of market power of power generation enterprises based on multi-oligopoly game
[NO] 1344/1756 | Reduction of Torque ripple in SynRM Drive through Structural Modification and Control for EVs
[NO] 1345/1756 | Multi-Channel Modular Platform Software for Hardware-in-the-Loop Testing of Trustworthy Smallsat Devices Units
[NO] 1346/1756 | Design of a Low Phase Noise V-Band Vco Using Integrated Passives
[NO] 1347/1756 | A New Approach to Grid Tied Inverter Design Using Seven Level Topology
[NO] 1348/1756 | Enhanced Isolation Hexagonal UWB MIMO Antenna for Next-Gen Wireless Communication
[NO] 1349/1756 | Latency-Aware Mechanism for Deep Learning-Based Network Intrusion Detection
[NO] 1350/1756 | Mini-AlexNet: A Lightweight Object Detection Model
[NO] 1351/1756 | A Contention-Aware Stacking-Based Domino Logic Design for Low Leakage Low Power Wide Fan-in Gates
[NO] 1352/1756 | Emotion-Driven Innovative Design of Mobility Aids for Elderly in Rural Areas
[NO] 1353/1756 | Transformer-based Sequential Contrastive Learning for Industrial Robot Time Series Anomaly Detection
[NO] 1354/1756 | HBM-YOLO: Multi-Scale Enhanced YOLO with Hierarchical Group Convolution and Bi-Level Routing Attention for Small Object Detection in UAV Imagery
[NO] 1355/1756 | Animal Track Detection and Classification Using Vision-Based Deep Models
[NO] 1356/1756 | Malware Analysis Using Machine Learning Algorithms
[NO] 1357/1756 | Research on Intelligent Recommendation System Model in Tourism Management Teaching Reform
[NO] 1358/1756 | Optimizing EV Battery Cooling: Air vs Liquid Strategies with 3D Experience Dymola
[NO] 1359/1756 | A Novel VLC Positioning Method Upon Retroreflective OIRS-Assisted Optical Communications
[NO] 1360/1756 | Multi-dimensional collaborative recommendation model based on implicit trust network
[NO] 1361/1756 | Cyber Physical Digital Twin for Energy Monitoring and Control using Intelligent Smart Meter Network
[NO] 1362/1756 | Forecasting Solar PV Performance During Wildfire Events: A Hybrid Statistical and Artificial Neural Network Approach
[NO] 1363/1756 | Consistent Perspective Alignment in Multiuser Mixed Reality for Collaborative Surgical Pre-Planning
[NO] 1364/1756 | Evaluating the Benefits of Zero-Emission Vehicles Adoption for California-Mexico Cross Border Freight
[NO] 1365/1756 | A Comprehensive Survey on Depression Detection Through Social Media Using Machine Learning and NLP Techniques
[NO] 1366/1756 | Test Prioritization for Compressed Image Classification Models
[NO] 1367/1756 | Multi-Objective Particle Swarm Optimization for Demand Response Strategy in Industrial Cooling Loads within Smart Grids
[NO] 1368/1756 | Multilingual Comparative Study of Query Performance: Relational Vs Non-Relational Databases on Indian Languages
[YES] 1369/1756 | Contemporary Directions in Cybersecurity Avionics Risk Analysis
[NO] 1370/1756 | Are Vision-Language Foundation Models Able to Fly?
