[2025-12-24 09:14:32] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-23
正在获取论文...
[arXiv] 2025-12-23 | Avoiding the Price of Adaptivity: Inference in Linear Contextual Bandits via Stability
[NO] 1473/1682 | A Multi-Stage Vernier Effect-Based Fiber Sensing Strategy With Multi-Gear Operation for Wide-Range and High-Sensitivity Unambiguous Detection
[NO] 1474/1682 | Development of a Novel Deep-Sea Acoustic Measuring Device for Quantifying In Situ Methane Bubble Flux From Cold Seeps at the Seafloor
[NO] 1475/1682 | Chain-Visage: Blockchain-Assisted Visual Content Ownership and Tamper Tracing in CIoT Multimedia Ecosystems
[NO] 1476/1682 | ICNAS 2025 Preface
[NO] 1477/1682 | Heterogeneous Accelerated FDTD for Electromagnetic Scattering Problem of Large-Scale Targets
[NO] 1478/1682 | Author Index
[NO] 1479/1682 | Title Page i
[NO] 1480/1682 | 2025 17th Seminar on Power Electronics and Control (SEPOC)
[NO] 1481/1682 | Analysis of the Geographic Variation of Components in the Venom of the Scorpion Centruroides Bicolor
[NO] 1482/1682 | Towards Heterogeneity-Aware and Energy-Efficient Topology Optimization for Decentralized Federated Learning in Edge Environment
[NO] 1483/1682 | Phase- and Amplitude-Assisted Adaptive Model for Interference Mitigation in UAV-Enabled Multi-Cell Systems
[NO] 1484/1682 | High-Efficient Rectifier With Wide Dynamic Range Using Self-Bias Junction Capacitance Compensation
[NO] 1485/1682 | Reasoning with Commonsense Knowledge and Decision Heuristics for Scalable Ad hoc Human-Agent Collaboration
[NO] 1486/1682 | Session Summary Podcast: Session 9: Paper Session 5A: Creativity and Content Creation
[NO] 1487/1682 | An Ultra-Low-Power Non-Full-Swing TSPC Flip-Flop
[NO] 1488/1682 | Development of Low-Cost and Compact Automatic Kiwifruit Peeling Equipment Based on Turntable Three-Station Structure
[NO] 1489/1682 | Adaptive foldable mechanism for bio-inspired bipedal gait enhancement
[NO] 1490/1682 | Design, Finite Element Analysis, and Performance Validation of an Intelligent Integrated Machine for Potato Peeling and Cutting
[NO] 1491/1682 | Integrating Virtual and Reality: An Exploration of Project-Based Practice Teaching in Integrated Circuit Manufacturing
[NO] 1492/1682 | Open Data for Smart Urban Innovation: A Dimensional Study of European Datasets
[NO] 1493/1682 | A Multi-Agent Multi-Objective Coverage Method Based on Spectral Clustering Grouping in Complex Obstacle Environments
[NO] 1494/1682 | Short-Term Power Prediction Method for Wind Farms Based on Feature Selection and Power Characteristic Guidance
[NO] 1495/1682 | Review of Electronic Transformer Condition Assessment
[NO] 1496/1682 | A Survey on AI Applications in the Open Classroom Approach
[NO] 1497/1682 | Analysis of the Integration Potential for Offshore Wind Power Plants Located Along the Western Coast of the Black Sea
[NO] 1498/1682 | Reinforcement Learning for Multi-Objective Energy Management in Hybrid Vehicles
[NO] 1499/1682 | Phenotype-Based Classification of Sugarcane and Rice Fields Using One-Class SVM from Satellite Imagery
[NO] 1500/1682 | Impact of Demand Response on Abnormal Electricity Consumption Behavior: A Data-Driven Analysis
[NO] 1501/1682 | Cost-Effective Installation of Externally Gapped Line Arresters for Lightning Protection of Medium Voltage Distribution Lines
[NO] 1502/1682 | Advancements in Power Regulation of a 90 kW Dynamic Wireless Charging System Through Frequency and Duty Cycle Control Algorithms
[NO] 1503/1682 | Design of a Novel Wireless Charging System with a Secondary Transformer for Efficiency Improvement
[NO] 1504/1682 | Assessment of Leakage Current on Polymeric Insulators Under Non-Uniform Saline Pollution Conditions
[NO] 1505/1682 | Quantifying the Carbon Footprint of Electric Vehicles in Sustainable Urban Mobility
[NO] 1506/1682 | Indoor SF
                    <sup>6</sup>
                    Leakage Monitoring Technology Using Pumped Infrared Spectroscopy with Intelligent Purging and Its Application in High-Voltage Insulation Equipment
[NO] 1507/1682 | AI-Powered Tourist Behavior Prediction Using Multi-Modal Big Data from Social Media, Reviews, and Location Data
[NO] 1508/1682 | Intelligent Malware Detection System using Chi Square-based Feature Selection and Machine Learning Classification
[NO] 1509/1682 | Cluster Methods Analysis for Defining Electricity Supply Continuity Indicators
[NO] 1510/1682 | Intelligent Control for Power Quality Enhancement and Voltage Stability in Grid-Connected and Islanded Microgrid Operations
[NO] 1511/1682 | Enhancing Wholesale Management Through Machine Learning-Based Customer Behavior Analysis
[NO] 1512/1682 | A Multi-stage Resilience Enhancement Method for Integrated Energy Systems Considering Gas/heat Dynamic Characteristics
[NO] 1513/1682 | Personalized Vacation Planning: An Efficient Heuristic Approach
[NO] 1514/1682 | Design and Analysis of a Low Read Latency Sram Architecture Using Cmos 45nm Technology
[NO] 1515/1682 | Studies on the Reliability of Power UMOSFETs in the Terrestrial Radiation Environment
[NO] 1516/1682 | Optimized Control Strategy of M3C Based on the Third Harmonic in Equal Frequency Interconnection
[NO] 1517/1682 | UAV Path Planning Using Improved Particle Swarm Optimization Algorithm
[NO] 1518/1682 | A Low Dropout, High PSRR LDO Design for Power Management Unit of Wearable Devices
[NO] 1519/1682 | Application and Discussion of RPA Technology in Electric Power Dispatching System
[NO] 1520/1682 | Lithium-Ion Battery Soc Estimation Based on the Joint Algorithm of Mils Online Parameter Identification and Fuzzy Control-Improved Extended Kalman Filter
[NO] 1521/1682 | Drone Nest Deployment on Expressways Using Traffic Flow Data and Graph Attention
[NO] 1522/1682 | Generating Critical Scenarios of Transmission Interfaces Based on Denoising Diffusion Model
[NO] 1523/1682 | Ultra-Short-Term Forecasting of Distributed Photovoltaic Based on Multivariate Interpolation and Electrical Clustering
[NO] 1524/1682 | Multi-USV Collaborative Energy-Efficient Regional Coverage Path Planning
[NO] 1525/1682 | Efficient Vision Transformers Optimized with Pruning and Quantization for HMD
[NO] 1526/1682 | Privacy and Security in Decentralized Cyber-Physical Systems: A Survey
[NO] 1527/1682 | Optimal Scheduling of Hybrid Pumped Storage Considering Peak-Shaving and Flexibility Enhancement
[NO] 1528/1682 | Power Coordination Control in Distribution Transformer Areas to Enhance the Integration Capacity of High-Penetration Distributed Photovoltaic
[NO] 1529/1682 | Lightning Induced Effect on Solar PV Systems Due to Lightning Discharges
[NO] 1530/1682 | Evaluating the Use of Biometric Tools for Securing Computer Systems in Congolese Academic Institutions
[NO] 1531/1682 | Fault-Tolerant Control Strategy for Active Steering in Distributed Drive Electric Vehicles Facing In-Wheel Motor Failure
[NO] 1532/1682 | The Cost-Effective Frontier: Optimal IMU Selection for UAV Navigation via Q-R-IMU Triad Coupling Analysis
[YES] 1533/1682 | Hybrid Retrieval Enhancement and Domain Prompt Guidance Based Auxiliary Decision-Making for Differentiated Scenarios in Power Equipment Operation and Maintenance
[NO] 1534/1682 | A Systematic Review of AI-Based Image Processing Techniques for Colon Cancer Diagnosis
[NO] 1535/1682 | Post-Stall Maneuver Attitude Control for Tailless Aerial Vehicle with Thrust Vectoring
[NO] 1536/1682 | Utilizing SPAISE3 for Maritime Monitoring over the Indian Ocean and Neighboring Regions
[NO] 1537/1682 | Counter-Adversarial Learning with Inverse Interactive Multiple Model Kalman Filter
[NO] 1538/1682 | Hosting Capacity Assessment of Distributed Renewable Energy Resources Integrated into Distribution Networks Via Microgrids
[NO] 1539/1682 | A Two-Tier Secure Federated Learning Framework with Lightweight Cryptography for Edge-Cloud Collaboration
[NO] 1540/1682 | Research on the Control Method of DC Microgrid with Multi-Module Pulse Load
[NO] 1541/1682 | Blockchain Throughput Optimization under Computational Constraints: Bayesian Optimization Study on Acquisition Functions
[NO] 1542/1682 | ΛI-Architecture: A Software Design Model Demonstrated on the Example of an Electrical Equipment Diagnostic System
[NO] 1543/1682 | Selecting the appropriate Digital Elevation Model (DEM) for flood inundation modelling: Insights from Two Indian Coastal Cities
[NO] 1544/1682 | A Cognition-Driven Multi-vehicle Cooperative Decision-Making Approach under Complicated Highways
[NO] 1545/1682 | Research on Outlier Detection for Retired Batteries Based on Variational Autoencoder
[NO] 1546/1682 | DCAS-EMAdp: Small Space Object Detection with Lightweight DCAS and Directional-Pooling Enhanced EMA
[NO] 1547/1682 | Cloud-Based Phishing Awareness Analyzer for Automated User Training and Assessment
[NO] 1548/1682 | How to evaluate NoSQL Database Paradigms for Knowledge Graph Processing
[NO] 1549/1682 | Automated Cloud-Based InSAR Displacement Mapping Workflow Enhanced by GNSS-Assisted Calibration
[NO] 1550/1682 | Decoding of Generalized LDPC Codes Using the BCJR Algorithm
[NO] 1551/1682 | ISAC for AAM: Integrated Sensing and Communication Technology for Advanced Air Mobility
[NO] 1552/1682 | Field study of the soil resistivity near a 110 kV pole site by vertical electrical sounding and geological survey
[NO] 1553/1682 | Impact of Using Off-Chip Memories on Reliability of Edge Computing Systems to Single-Event Upsets
[NO] 1554/1682 | Induction motor modelling for field–oriented control considering the magnetic saturation
[NO] 1555/1682 | Reinforcement Learning Based Planning Control of Unmanned Surface Vehicles
[NO] 1556/1682 | On the Correcting Capability of Hard-Decision Error-and-Erasure Iterative Decoding of LDPC Codes for Data Storage
[NO] 1557/1682 | Electrified Shipboard Dynamic Positioning System Control Strategy Integrated with Physics Constraints under Harsh Marine Environments
[NO] 1558/1682 | Attractive Space Resolution Examination of HVDC Transmission Lines
[NO] 1559/1682 | Machine Learning for Geospatial Data in the Cloud: A Comprehensive Analysis of Architectures, Challenges, and Next-Generation Solutions
[NO] 1560/1682 | Assessing the Bug-Proneness of Refactored Code: A Longitudinal Multi-Project Study
[NO] 1561/1682 | Design and Implementation of Building a Small and Medium sized Enterprise Office LAN
[NO] 1562/1682 | Research on Cross-border Integration of Automotive Industry Data Based on Large Model Technology
[NO] 1563/1682 | QAOA-PCA: Enhancing Efficiency in the Quantum Approximate Optimization Algorithm via Principal Component Analysis
[NO] 1564/1682 | Automating Requirements Classification: A Systematic Literature Review and Ensemble LLM-Based Approach
[NO] 1565/1682 | A general and robust active fire detection method using Sentinel-2 and Landsat shortwave infrared measurements
[NO] 1566/1682 | Global Assessment of Vegetation Ozone Exposure Using a Remote Sensing-Based Index: A New Potential Reference For Critical Levels and Gross Primary Production Simulations
[NO] 1567/1682 | IEEE Transactions on Sustainable Energy Publication Information
[NO] 1568/1682 | Ultralow-crosstalk Strain and Temperature Sensing with a Hybrid Fabry-Pérot Interferometer Using k- Domain Lock-In Demodulation
[NO] 1569/1682 | Spatial-Temporal-Spectral Mamba with Sparse Deformable Token Sequence for Enhanced MODIS Time Series Classification
[NO] 1570/1682 | ArtCrafter: Text-Image Aligning Artistic Attribute Transfer via Embedding Reframing
[NO] 1571/1682 | Hybrid Attribute-Based Access Control Framework for Intelligent Computing in Consumer IIoT
[NO] 1572/1682 | Affective Touch with Mid-Air Ultrasound: A Psychophysical Comparison with Real Materials
[NO] 1573/1682 | DirMixE: Harnessing Test Agnostic Long-tail Recognition with Hierarchical Label Vartiations
[NO] 1574/1682 | Modeling Brain-Heart Interaction: A Review of Mechanistic Dynamical Models
[NO] 1575/1682 | WLRT-DR: Dual-Stage Wavelet Low-Rank Tensor Completion With Deep Networks for Cloud Removal in Satellite Imagery
[NO] 1576/1682 | A Markov Chain Monte Carlo Method for Efficient Finite-Length LDPC Code Design
[NO] 1577/1682 | Redundancy 2025 TOC
[NO] 1578/1682 | Title Page iii
[NO] 1579/1682 | Electromagnetic Radiation, Scattering, and Diffraction [Book Review]
[NO] 1580/1682 | Multipath Exploitation-Based 3D Environmental Perception and NLOS Moving Target Reconstruction for Mmwave MIMO Imaging Radar
[NO] 1581/1682 | False Target Jamming Suppression in Distributed Coherent Aperture Radar
[NO] 1582/1682 | A Cosine Network for Image Super-Resolution
[NO] 1583/1682 | A Variable Frequency Technique for EMI and Efficiency Improvements in High-Level Count Flying Capacitor Multilevel Converters
[NO] 1584/1682 | Representation-Enhanced Cascading Multi-Level Interest Learning for Multi-Behavior Recommendation
[NO] 1585/1682 | Optimization of Receiver Coil with Minimized Coupling Coefficient Variation and High Coil Inductance for High Efficiency 2-Stage WPT System of EVs Based on SAE-J2954
[NO] 1586/1682 | 2025 International Conference on New Power System Technology (PowerCon)
[NO] 1587/1682 | Title Page iii
[NO] 1588/1682 | Conference Committee
[NO] 1589/1682 | Authors Index
[NO] 1590/1682 | Probabilistic Shaping and Residual Carrier Modulation for FSO Turbulent Channels
[NO] 1591/1682 | Decoupled Precoder and Receiver Design for Massive MIMO Multiple LEO Satellite Communication
[NO] 1592/1682 | Session Summary Podcast: Session 8: Paper Session 4B: Learner Experiences
[NO] 1593/1682 | Session Summary Podcast: Session 1: Session 1: Interfaces I: Design for Driving Performance
[NO] 1594/1682 | DQTP: A Robot Autonomous Task Planner in Open Environments Based on Qwen2-VL model
[NO] 1595/1682 | An Analytical Study on Security and Privacy of Personal Data with Special Reference to Artificial Intelligence and Cybersecurity
[NO] 1596/1682 | A Deep Learning Approach for Recognizing Characters in Thai Ancient Inscriptions
[NO] 1597/1682 | RF Antenna Design and Integration for Neuromorphic Devices
[NO] 1598/1682 | Evaluation and Identification of Weak Link in Power System Under Extreme Storm Condition
[NO] 1599/1682 | A Coordinated Control Method of PEM Electrolyzers Based on Dynamic Response to PV Fluctuations
[NO] 1600/1682 | Active Distribution Network Coordination Optimization Strategy Integrating Controllable Loads and Energy Storage Resources
[NO] 1601/1682 | The Node Type of Grid-Forming Converter from the Perspective of Small-Signal Stability of Grid-Following Converters
[NO] 1602/1682 | Learning Robust and Diverse Humanoid Jumping via Curriculum-Guided Whole-Body Coordination
[NO] 1603/1682 | A Reconfigurable Converter-Based Centralized Equalization System for Battery Energy Storage Systems
[NO] 1604/1682 | Hourly Estimation of Irradiation on Tilted Planes Using Meteorological Data
