[2026-01-03 09:09:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-02
正在获取论文...
[IEEE] 2026-1-2 | Author Papers Index ENC 2025
[NO] 843/999 | Analysis of Marketing Strategies for Mental Health Apps in the Context of Industrial Digital Transformation
[NO] 844/999 | Heuristics Based User Experience Evaluation for Identifying Challenges in IoT Enabled Conversational Agent Design
[NO] 845/999 | Social Ties Arising in Discussion Situations Using Dialogue Systems: Experimental Examination of Irrational Decision-Making as a Form of Consideration
[NO] 846/999 | Human-Like Remembering and Forgetting in LLM Agents: An ACT-R-Inspired Memory Architecture
[NO] 847/999 | Design of Robot Arm Motion Based on Human Behavior for Game Piece Manipulation
[NO] 848/999 | Advancements in Non-Invasive Blood Pressure Measurement: A Comprehensive Review of Cuffed, Cuffless, and Contactless Methods
[NO] 849/999 | Improvement of Fourier Domain-Based Fractional Anisotropic Diffusion for Image Denoising Using Deep Learning
[NO] 850/999 | Optimizing Solar Energy Harvest Through Intelligent Self-Cleaning System
[NO] 851/999 | Entropy-Based Multilevel Thresholding of Transmission Line Insulator Images Using Pso and Acor Algorithms
[NO] 852/999 | The Impact of an Open-Circuit Fault on QoS Parameters for IPTV Over VDSL
[NO] 853/999 | Economic Dispatch in Grids with Solar Power Plants and Energy Storage Systems
[NO] 854/999 | Lwe-Based Single Noisy Linear Equations for Public Key Over Integer Encryption
[NO] 855/999 | Feasibility of EV Adoption as Distributed Solar Energy Storage: A Logistic Forecast of the UAE's Viability Timeline
[NO] 856/999 | Revolutionizing Air Mobility: Cutting-Edge Infrastructure for Safe Air Corridor Navigation
[YES] 857/999 | IntelliTest: An Intelligent Framework for Agentic Functional Test Generation Using Multimodal Data and Domain Knowledge
[NO] 858/999 | Reinforcement Learning Based C-DRX Configuration Selection for UE Power Saving in 6G
[NO] 859/999 | DenseLoc: A Benchmark Dataset for Ultra-Precise Indoor Localization Using Deep MLP Model
[NO] 860/999 | Seeing More With Less: Leveraging Positional Telemetry for V2X Cooperative Perception
[NO] 861/999 | CSI Prediction for 5G and B5G in mMIMO System using Deep Learning Approach
[NO] 862/999 | Expanding Front-Haul Networks’ Capacity and Flexibility by Spatial Parallelism
[NO] 863/999 | Real-Time Software Architecture for Pid Angle Control in Experimental Pvtol Platforms
[NO] 864/999 | Towards Design and Implementation of an Interactive System for Real-Time Monitoring of Domestic Energy Consumption
[NO] 865/999 | Session Summary Podcast: Session 4: Graph Neural Networks and Training
[NO] 866/999 | Session Summary Podcast: Session 33: Compression and Data Reduction 2
[NO] 867/999 | Exploring Interactions with Companion Virtual Agents
[NO] 868/999 | Acupressure Robot Synchronized with User Respiratory Phase for Mood Enhancement
[NO] 869/999 | Session Summary Podcast: Session 5: Paper Session E - Artificial Intelligence/LLM &amp; Automated Tools
[NO] 870/999 | A Low-Cost Low-Power Radiation-Reflection-Integrated Programmable Metasurface Antenna for Dynamic Beam Scanning and Multiharmonic Independent Beam Control
[NO] 871/999 | Towards a Multi-Layer Defence Framework for Securing Near-Real-Time Operations in Open RAN
[NO] 872/999 | Institutional Approaches to Post-Quantum Cryptography: A Comparative Analysis of Migration Frameworks
[NO] 873/999 | 2025 Mexican International Conference on Computer Science (ENC)
[NO] 874/999 | Session Summary Podcast: Session 5: Performance: Benchmarks and Optimization
[NO] 875/999 | Modeling of Visual Cortex Responses to Retinal Neuromorphic Spike-Timing-Based Microstimulation in Mouse Brain Slices
[NO] 876/999 | Pelvic Tumor Segmentation in Magnetic Resonance Images By U-Net
[NO] 877/999 | Securing IEC 61850 with Ascon Lightweight Authenticated Encryption: A Case Study
[NO] 878/999 | Traffic Monitoring of 5G RAN using Cloud Computing
[NO] 879/999 | Monitoring of Vital Signs in Anesthetized Rats via Harmonic-based Algorithms with 24 GHz Doppler Radar
[NO] 880/999 | Photon Blockade in a Two-Cavity System with Two-Photon Dissipation
[NO] 881/999 | Preference-Aware Data Segmentation and Scheduling for Efficient Task Downloading in Smart Community Networks
[NO] 882/999 | Wideband Reconfigurable Intelligent Surface Unit Cell Utilizing Asymmetric Resonator Geometry for mmWave Communications
[NO] 883/999 | Leveraging Artificial Intelligence for Optimal RAN Functional Split Decisions in 6G Space-Air-Ground Integrated Networks
[NO] 884/999 | Digital Twin Assisted Proactive Management in Zero Touch Networks
[NO] 885/999 | Balancing Robot Control via State-Space Approach with Evolutionary Dynamic Parameter Identification
[NO] 886/999 | Design and Implementation of a Hybrid System Integrating Wireless Sensors with an Optical Link with Potential Application in Precision Agriculture
[NO] 887/999 | ESP-NOW Based Automatic Gate Control System
[NO] 888/999 | A Review of Power System Challenges Stemming from Large AI Data Center Loads
[NO] 889/999 | Planar PCB Antenna Array with DT Distribution and Increased Efficiency for Surveillance Radar Application
[NO] 890/999 | Energy-Efficient Zonal HVAC Control using Iot, CCTV Occupancy Analytics and MPC
[NO] 891/999 | RO-MIL: A Ground-View Military Object Detection Dataset
[NO] 892/999 | Iot-Based Adaptive Street Lighting: Scalable Solutions for High-Density Large-Scale Smart City Networks
[NO] 893/999 | Central Dogma of Biology: Inclusion, Educational Game, and AI Technology in the University Classroom
[NO] 894/999 | Energy Efficiency Testing and Power Modeling of O-RAN Radio Units
[NO] 895/999 | Throughput Prediction in Dense WLANs Using TabTransformer Models Trained on Simulated Scenarios
[NO] 896/999 | The Influence of Robot-Robot Interaction on Human Impressions
[NO] 897/999 | An Algorithm to Generate Menu-Based Chatbot Dialogue Scenarios Based On Hierarchical Clustering
[NO] 898/999 | Micro Machines, Macro Visions: Experts' Visions and Laypeoples' Perceptions of Social Futures With In-Body Cybernetic Avatars
[NO] 899/999 | Impact of Personality on Generation of Co-speech Nonverbal Behaviors Represented by 3D Skeleton Pose
[NO] 900/999 | The Fluctuating Pricing Changes and Trends of Bitcoin: A Comprehensive Analysis
[NO] 901/999 | Review for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[NO] 902/999 | Session Summary Podcast: Session 15: Machine Learning: Methods
[YES] 903/999 | Session Summary Podcast: Session 8: Paper Session H - Artificial Intelligence/LLM &amp; Automated Tools
[NO] 904/999 | Half Title Page
[NO] 905/999 | Reduced harmonic errors by geometrically modulating the demagnetizing fields in wave-type anisotropic magnetoresistance angle sensors
[NO] 906/999 | Radar-Centric AFDM Waveform With Chirp-Domain Index Modulation for ISAC
[NO] 907/999 | A Cryo-CMOS Smart Temperature Sensor for the Ultrawide Temperature Range From 5 K to 296 K
[NO] 908/999 | Microwave Resonator Orientation-Based Dual-Principle Linear Displacement Sensor
[NO] 909/999 | Classification of Non-Functional Requirements Using Neuroevolution of Convolutional Neural Networks
[NO] 910/999 | Study on Student Satisfaction with a Learning Management System in a Hybrid Learning Modality
[NO] 911/999 | Development of AI-Based Microdrone Capabilities for Multifunctional Aerial Applications
[NO] 912/999 | Charge Carrier Recombination Study of Perovskite $\text{MAPbI}_{3-\mathrm{x}} \text{Cl}_{\mathrm{x}}$ Solar Cell
[NO] 913/999 | Comparative Analysis of Natural Frequency in Mechanical Materials using Adaptive Photodetection with Speckle Patterns
[NO] 914/999 | Highlights in Electrical Substations Technologies for Connection to TSO's
[NO] 915/999 | Robustness and Explainability of Machine-Learning-Based Medium Voltage Circuit Breaker Condition Assessment Method
[NO] 916/999 | Characterization of physical properties of a microactuator based on a Yoshida-type chemomechanical gel
[NO] 917/999 | Composite Filtering Methods for Millimeter-Wave Radar-Based Heart Rate Monitoring
[NO] 918/999 | TASC : Tactical Assessment-based SD-WAN Control For Mainstream Traffic Management
[NO] 919/999 | Scalable Marine AIS Architecture with FedMicro for Distributed Vessel Tracking
[NO] 920/999 | Towards Efficient IoUT Vision: Simulated Compressed Image Transmission and Detection
[YES] 921/999 | A Novel Integrated Architecture for Intent Based Approach and Zero Touch Networks
[NO] 922/999 | Improving DNS Exfiltration Detection via Transformer Pretraining
[NO] 923/999 | Integration of Business Intelligence Systems with Spatial Components for the Presentation of Tourist Movement
[NO] 924/999 | User-Defined Memory Sharing and Execution for Edge-Based Collaborative Applications
[NO] 925/999 | Integrating Digital Twins and Machine Learning in Industry 4.0: State of the Art and Research Perspectives
[NO] 926/999 | Efficient Scheduling of RAN Workloads in Multi-Core Architectures
[NO] 927/999 | Connectivity-Aware VNF Placement in Space-Air-Ground Integrated Networks
[NO] 928/999 | Delay Outage Probability in IoT Networks with IRS-Aided NOMA-MEC: Performance Evaluation and Enhancement
[NO] 929/999 | Towards Co-Constructed Explanations: A Multi-Agent Reasoning-Based Conversational System for Adaptive Explanations
[NO] 930/999 | Live Link's Awakening of a Humorous Real-Time Character
[NO] 931/999 | A Pilot Study on the Effects of Mind Perception towards Agents on Trust Transference from Agent Adopters
[NO] 932/999 | Enhancing Robot Expressiveness with Augmented Reality Avatar
[NO] 933/999 | LangInLab: Augmenting Engineering Lab Instruction with Vision- and Voice-Enabled AI Agents for Language Learning
[NO] 934/999 | The Double-Edged Sword: Exploring Older Adults' Interaction and Imagination with an LLM-Enhanced Health Agent
[NO] 935/999 | RIMER: A Shoulder-Mounted Remote Dialogue Facilitation Robot for Situated Reminiscence Therapy
[NO] 936/999 | The Generative AI Revolution in Finance: Foundational Logic, Emerging Risks, and Governance Paths
[NO] 937/999 | Composite Planar In Situ Antenna Measurements Using a Robotic Arm System
[NO] 938/999 | Toward State Estimation Algorithms in Cooperative Positioning: A Comprehensive Framework Design and Its Realization_supp5-3645051.mp4
[NO] 939/999 | Authors Index
[NO] 940/999 | Deep Learning Image Embeddings for Ventricular Beat Classification
[YES] 941/999 | From Front-End to Perception: A Chisel Generator for Low-Latency FMCW Radar Signal Processing
[NO] 942/999 | Hybrid Reduced Rating DVR for Fault Ride-Through in Wind Turbine Generators
[NO] 943/999 | Channel Modeling for UAV-Based Air-to-Ground Communications in Post-Disaster Environments Using Sionna RT
[NO] 944/999 | Time Synchronization in OFDM-Based Secure Data Transmission Schemes Over Voice Channels
[NO] 945/999 | Service Restoration Using Aphid-Ant Mutualism Algorithm in Resilient Distribution Networks
[NO] 946/999 | Opportunities of Smart Polymeric Materials for Autonomous Marine Energy and Sensor Systems
[NO] 947/999 | Research on the Influencing Factors and Configuration Paths of the Construction of China’s Innovation Consortium
[NO] 948/999 | Effects of Introducing Synaptic Scaling on Spiking Neural Network Learning
[NO] 949/999 | Type-1 Fuzzy Logic Systems For Modelling The Mechanical Properties Of Gamma Irradiated 3D Printed Specimens
[NO] 950/999 | Correction of Field Amplitudes and Resonance Frequency Levels in FDTD Solutions for Uniform and Nonuniform Grids
[NO] 951/999 | Session Summary Podcast: Session 25: Algorithms: Matrix Multiplication and GEMM Optimization
[NO] 952/999 | Urban Investment Attraction Performance and Technological Innovation-driven New Economic Development Strategy
[NO] 953/999 | Transient Model of Grounding System Considering Soil Ionization and Frequency-Dependent Electrical Parameters
[NO] 954/999 | Author Index ENC 2025
[NO] 955/999 | Decision letter for "Seasonal Variability of Sea Ice Bulk Density During the MOSAiC Expedition: Results from Synergistic In-Situ, Airborne, and Satellite Observations"
[NO] 956/999 | Session Summary Podcast: Session 6: Spatial Awareness
[NO] 957/999 | Session Summary Podcast: Session 4: Applications
[NO] 958/999 | RFI-Aware Downlink Spatial Filtering in Terrestrial Networks for Passive Satellite Coexistence
[NO] 959/999 | Timing and Frequency Offset Estimation Using NPSS in NB-IoT based NTN
[NO] 960/999 | Enhancing Call Center Support for Child Care: Retrieval-Augmented Generation in Serbian
[NO] 961/999 | Driving Fatigue Detection Based on Behavioral with Cognitive Task Scenario
[NO] 962/999 | SmartRehab: A Novel Current-Controlled Rehabilitation System with EMG-Driven Functional Electrical Stimulation for Stroke Recovery
[NO] 963/999 | A Web-Based Geospatial Platform for Mapping Public Higher Education Graduates
[NO] 964/999 | Implementation of DICOM Security Profiles
[NO] 965/999 | Functional Principal Component Analysis for Classification of Standing Long Jump Stability
[NO] 966/999 | Scalable Construction of a Lung Cancer Knowledge Base: Profiling Semantic Reasoning in LLMs
[NO] 967/999 | Deep Learning-Based Intrusion Detection for Automotive Can Networks Using Cnn and Ensemble Models
[NO] 968/999 | Small Prompts, Big Energy and CO
                    <sub>2</sub>
                    Impact: Benchmarking Ollama LLMs on CPU and GPU
[NO] 969/999 | Integrating Big Data Analytics with the Aura Blockchain for Supply Chain Insights
[NO] 970/999 | Monte Carlo Assessment of Reliability and Connectivity in Coordinated Flights of a Swarm of Small UAVs
[NO] 971/999 | Robots with Attitudes: Influence of LLM-Driven Robot Personalities on Motivation and Performance
[NO] 972/999 | Analysis of AI in stock market based on natural language model
[NO] 973/999 | A Facial Expression Generation Model for Listening Agents Considering Speaker Engagement in Active Listening Conversation
[NO] 974/999 | "No Pallet Found": Toward Understanding the Relation between User Experience and Trust in Human-Robot Interaction
[NO] 975/999 | 2025 IEEE Future Networks World Forum (FNWF)
[NO] 976/999 | Dualmamba: Joint Classification of Hyperspectral and Lidar Data Using State Space Models
[NO] 977/999 | Fine-Grained Contactless Human Respiratory Measurement Using Millimeter-wave Radar
[NO] 978/999 | Session Summary Podcast: Session 9: Paper Session I - General Computing Education &amp; Pedagogy
[NO] 979/999 | Session Summary Podcast: Session 20: Posters
[NO] 980/999 | Decision letter for "Seasonal Variability of Sea Ice Bulk Density During the MOSAiC Expedition: Results from Synergistic In-Situ, Airborne, and Satellite Observations"
